ATHLETE NAME	,SPORT,GENDER,AGE,TEAM
Suyash NarayanJadhav,Aquatics - Swimming and Para Swimming,Male,28,India
NiranjanMukundan,Aquatics - Swimming and Para Swimming,Male,27,India
SrihariNataraj,Aquatics - Swimming and Para Swimming,Male,21,India
AdvaitPage,Aquatics - Swimming and Para Swimming,Male,20,India
SajanPrakash,Aquatics - Swimming and Para Swimming,Male,28,India
KushagraRawat,Aquatics - Swimming and Para Swimming,Male,22,India
Ashish KumarSingh,Aquatics - Swimming and Para Swimming,Male,30,India
PeterAllen,Aquatics - Swimming and Para Swimming,Male,20,Isle of Man
AlexBregazzi,Aquatics - Swimming and Para Swimming,Male,24,Isle of Man
EmmaHodgson,Aquatics - Swimming and Para Swimming,Female,20,Isle of Man
LauraKinley,Aquatics - Swimming and Para Swimming,Female,26,Isle of Man
KieraPrentice,Aquatics - Swimming and Para Swimming,Female,17,Isle of Man
HarryRobinson,Aquatics - Swimming and Para Swimming,Male,17,Isle of Man
JoelWatterson,Aquatics - Swimming and Para Swimming,Male,23,Isle of Man
ZanetaAlvaranga,Aquatics - Swimming and Para Swimming,Female,17,Jamaica
Kelsie LeighCampbell,Aquatics - Swimming and Para Swimming,Female,24,Jamaica
KitoCampbell,Aquatics - Swimming and Para Swimming,Male,19,Jamaica
KeananDols,Aquatics - Swimming and Para Swimming,Male,24,Jamaica
MackenzieHeadley,Aquatics - Swimming and Para Swimming,Female,15,Jamaica
NathanielThomas,Aquatics - Swimming and Para Swimming,Male,18,Jamaica
SidrellWilliams,Aquatics - Swimming and Para Swimming,Male,26,Jamaica
JackAllan,Aquatics - Swimming and Para Swimming,Male,19,Jersey
GemmaAtherley,Aquatics - Swimming and Para Swimming,Female,24,Jersey
OllieBrehaut,Aquatics - Swimming and Para Swimming,Male,18,Jersey
IsaacDodds,Aquatics - Swimming and Para Swimming,Male,18,Jersey
RobbieJones,Aquatics - Swimming and Para Swimming,Male,20,Jersey
LilyScott,Aquatics - Swimming and Para Swimming,Female,18,Jersey
HarryShalamon,Aquatics - Swimming and Para Swimming,Male,24,Jersey
MonyoMaina,Aquatics - Swimming and Para Swimming,Male,18,Kenya
Ridhwan Abubakar BwanaMohamed,Aquatics - Swimming and Para Swimming,Male,21,Kenya
EmilyMuteti,Aquatics - Swimming and Para Swimming,Female,24,Kenya
Imara Bella PatriciaThorpe,Aquatics - Swimming and Para Swimming,Female,21,Kenya
Tsinde AndrewKumbatira,Aquatics - Swimming and Para Swimming,Male,16,Malawi
JessicaMakwenda,Aquatics - Swimming and Para Swimming,Female,16,Malawi
Hoe YeanKhiew,Aquatics - Swimming and Para Swimming,Male,19,Malaysia
Bryan Xin RenLeong,Aquatics - Swimming and Para Swimming,Male,19,Malaysia
Jinq EnPhee,Aquatics - Swimming and Para Swimming,Female,24,Malaysia
Arvin ShaunSingh Chahal,Aquatics - Swimming and Para Swimming,Male,21,Malaysia
HamnaAhmed,Aquatics - Swimming and Para Swimming,Female,19,Maldives
Mohamed AanHussain,Aquatics - Swimming and Para Swimming,Male,18,Maldives
Mubal AzzamIbrahim,Aquatics - Swimming and Para Swimming,Male,21,Maldives
AishathSausan,Aquatics - Swimming and Para Swimming,Female,34,Maldives
Mohamed RihanShiham,Aquatics - Swimming and Para Swimming,Male,15,Maldives
GregoryAnodin,Aquatics - Swimming and Para Swimming,Male,22,Mauritius
TessaIp Hen Cheung,Aquatics - Swimming and Para Swimming,Female,21,Mauritius
Alicia KimberleyKok Shun,Aquatics - Swimming and Para Swimming,Female,17,Mauritius
BradleyVincent,Aquatics - Swimming and Para Swimming,Male,30,Mauritius
MatthewLawrence,Aquatics - Swimming and Para Swimming,Male,18,Mozambique
Caio Miguel ChabyLobo,Aquatics - Swimming and Para Swimming,Male,17,Mozambique
AliciaMateus,Aquatics - Swimming and Para Swimming,Female,18,Mozambique
AlexanderSkinner,Aquatics - Swimming and Para Swimming,Male,24,Namibia
RonanWantenaar,Aquatics - Swimming and Para Swimming,Male,21,Namibia
LewisClareburt,Aquatics - Swimming and Para Swimming,Male,23,New Zealand
ErikaFairweather,Aquatics - Swimming and Para Swimming,Female,18,New Zealand
HelenaGasson,Aquatics - Swimming and Para Swimming,Female,27,New Zealand
CameronGray,Aquatics - Swimming and Para Swimming,Male,18,New Zealand
AndrewJeffcoat,Aquatics - Swimming and Para Swimming,Male,23,New Zealand
TupouNeiufi,Aquatics - Swimming and Para Swimming,Female,21,New Zealand
Vanessa HazelOuwehand,Aquatics - Swimming and Para Swimming,Female,22,New Zealand
SophiePascoe,Aquatics - Swimming and Para Swimming,Female,29,New Zealand
Mya RaeRasmussen,Aquatics - Swimming and Para Swimming,Female,22,New Zealand
JesseReynolds,Aquatics - Swimming and Para Swimming,Male,25,New Zealand
EveThomas,Aquatics - Swimming and Para Swimming,Female,21,New Zealand
JoshuaWillmer,Aquatics - Swimming and Para Swimming,Male,17,New Zealand
SiomhaBrady,Aquatics - Swimming and Para Swimming,Female,16,Northern Ireland
VictoriaCatterson,Aquatics - Swimming and Para Swimming,Female,21,Northern Ireland
GraceDavison,Aquatics - Swimming and Para Swimming,Female,14,Northern Ireland
BethanyFirth,Aquatics - Swimming and Para Swimming,Female,26,Northern Ireland
DanielleHill,Aquatics - Swimming and Para Swimming,Female,22,Northern Ireland
MollieMcAlorum,Aquatics - Swimming and Para Swimming,Female,17,Northern Ireland
KaitlynMcCaw,Aquatics - Swimming and Para Swimming,Female,26,Northern Ireland
BarryMcClements,Aquatics - Swimming and Para Swimming,Male,20,Northern Ireland
JackMcMillan,Aquatics - Swimming and Para Swimming,Male,22,Northern Ireland
DanielWiffen,Aquatics - Swimming and Para Swimming,Male,21,Northern Ireland
Mishael Aisha HyatAyub,Aquatics - Swimming and Para Swimming,Female,20,Pakistan
BismaKhan,Aquatics - Swimming and Para Swimming,Female,20,Pakistan
JehanaraNabi,Aquatics - Swimming and Para Swimming,Female,18,Pakistan
Syed Muhammad HaseebTariq,Aquatics - Swimming and Para Swimming,Male,26,Pakistan
RyanMaskelyne,Aquatics - Swimming and Para Swimming,Male,23,Papua New Guinea
Georgia-LeighVele,Aquatics - Swimming and Para Swimming,Female,23,Papua New Guinea
IsihakaIsihaka,Aquatics - Swimming and Para Swimming,Male,24,Rwanda
EloiManiraguha,Aquatics - Swimming and Para Swimming,Male,27,Rwanda
OliviaBorg,Aquatics - Swimming and Para Swimming,Female,21,Samoa
KokoroFrost,Aquatics - Swimming and Para Swimming,Male,19,Samoa
BrandonSchuster,Aquatics - Swimming and Para Swimming,Male,24,Samoa
LushavelStickland,Aquatics - Swimming and Para Swimming,Female,24,Samoa
TomBeeley,Aquatics - Swimming and Para Swimming,Male,23,Scotland
CraigBenson,Aquatics - Swimming and Para Swimming,Male,28,Scotland
TainBruce,Aquatics - Swimming and Para Swimming,Female,24,Scotland
OliverCarter,Aquatics - Swimming and Para Swimming,Male,22,Scotland
StephenClegg,Aquatics - Swimming and Para Swimming,Male,26,Scotland
EvieDavis,Aquatics - Swimming and Para Swimming,Female,18,Scotland
SamuelDownie,Aquatics - Swimming and Para Swimming,Male,16,Scotland
ScottGibson,Aquatics - Swimming and Para Swimming,Male,22,Scotland
ArchieGoodburn,Aquatics - Swimming and Para Swimming,Male,21,Scotland
Kara AlineHanlon,Aquatics - Swimming and Para Swimming,Female,25,Scotland
LucyHope,Aquatics - Swimming and Para Swimming,Female,25,Scotland
EvanJones,Aquatics - Swimming and Para Swimming,Male,18,Scotland
AbbyKane,Aquatics - Swimming and Para Swimming,Female,19,Scotland
Keanna LouiseMacinnes,Aquatics - Swimming and Para Swimming,Female,20,Scotland
HollyMcGill,Aquatics - Swimming and Para Swimming,Female,17,Scotland
CraigMcNally,Aquatics - Swimming and Para Swimming,Male,29,Scotland
StephenMilne,Aquatics - Swimming and Para Swimming,Male,28,Scotland
RossMurdoch,Aquatics - Swimming and Para Swimming,Male,28,Scotland
EmmaRussell,Aquatics - Swimming and Para Swimming,Female,18,Scotland
DuncanScott,Aquatics - Swimming and Para Swimming,Male,25,Scotland
KatieShanahan,Aquatics - Swimming and Para Swimming,Female,18,Scotland
ToniShaw,Aquatics - Swimming and Para Swimming,Female,18,Scotland
GregorSwinney,Aquatics - Swimming and Para Swimming,Male,24,Scotland
MarkSzaranek,Aquatics - Swimming and Para Swimming,Male,26,Scotland
MartynWalton,Aquatics - Swimming and Para Swimming,Male,24,Scotland
CassieWild,Aquatics - Swimming and Para Swimming,Female,22,Scotland
MathieuBachmann,Aquatics - Swimming and Para Swimming,Male,26,Seychelles
SimonBachmann,Aquatics - Swimming and Para Swimming,Male,23,Seychelles
TylerFred,Aquatics - Swimming and Para Swimming,Male,19,Seychelles
AdamMoncherry,Aquatics - Swimming and Para Swimming,Male,24,Seychelles
AaliyahPalestrini,Aquatics - Swimming and Para Swimming,Female,18,Seychelles
ThereseSoukup,Aquatics - Swimming and Para Swimming,Female,19,Seychelles
TityDumbuya,Aquatics - Swimming and Para Swimming,Female,19,Sierra Leone
KanuIsha,Aquatics - Swimming and Para Swimming,Female,22,Sierra Leone
MohamedKamara,Aquatics - Swimming and Para Swimming,Male,19,Sierra Leone
JoshuaWyse,Aquatics - Swimming and Para Swimming,Male,21,Sierra Leone
Maximillian WeiAng,Aquatics - Swimming and Para Swimming,Male,21,Singapore
Yi Shou DarrenChua,Aquatics - Swimming and Para Swimming,Male,22,Singapore
MikkelLee,Aquatics - Swimming and Para Swimming,Male,19,Singapore
Xiang Qi AmandaLim,Aquatics - Swimming and Para Swimming,Female,29,Singapore
Jung YiOng,Aquatics - Swimming and Para Swimming,Male,21,Singapore
Jing WenQuah,Aquatics - Swimming and Para Swimming,Female,21,Singapore
Ting WenQuah,Aquatics - Swimming and Para Swimming,Female,29,Singapore
Zheng WenQuah,Aquatics - Swimming and Para Swimming,Male,25,Singapore
En Yi LetitiaSim,Aquatics - Swimming and Para Swimming,Female,19,Singapore
Jonathan Eu JinTan,Aquatics - Swimming and Para Swimming,Male,20,Singapore
Tzen WeiTeong,Aquatics - Swimming and Para Swimming,Male,24,Singapore
Wei SoongToh,Aquatics - Swimming and Para Swimming,Male,23,Singapore
Wendy LagwenaCharles,Aquatics - Swimming and Para Swimming,Female,22,Solomon Islands
Edgar RichardsonIro,Aquatics - Swimming and Para Swimming,Male,21,Solomon Islands
Matthew Wila TiakoTiako,Aquatics - Swimming and Para Swimming,Male,17,Solomon Islands
GuyBrooks,Aquatics - Swimming and Para Swimming,Male,19,South Africa
AimeeCanny,Aquatics - Swimming and Para Swimming,Female,18,South Africa
EmmaChelius,Aquatics - Swimming and Para Swimming,Female,26,South Africa
PieterCoetze,Aquatics - Swimming and Para Swimming,Male,18,South Africa
DuneCoetzee,Aquatics - Swimming and Para Swimming,Female,20,South Africa
KayleneCorbett,Aquatics - Swimming and Para Swimming,Female,23,South Africa
Brenden GCrawford,Aquatics - Swimming and Para Swimming,Male,26,South Africa
AlaniFerreira,Aquatics - Swimming and Para Swimming,Female,24,South Africa
ErinGallagher,Aquatics - Swimming and Para Swimming,Female,23,South Africa
TrinityHearne,Aquatics - Swimming and Para Swimming,Female,18,South Africa
MichaelHoulie,Aquatics - Swimming and Para Swimming,Male,22,South Africa
ClaytonJimmie,Aquatics - Swimming and Para Swimming,Male,27,South Africa
Chadle Clos,Aquatics - Swimming and Para Swimming,Male,30,South Africa
CornelleLeach,Aquatics - Swimming and Para Swimming,Female,23,South Africa
RebeccaMeder,Aquatics - Swimming and Para Swimming,Female,20,South Africa
OliviaNel,Aquatics - Swimming and Para Swimming,Female,20,South Africa
MichaelaPulford,Aquatics - Swimming and Para Swimming,Female,18,South Africa
AndrewRoss,Aquatics - Swimming and Para Swimming,Male,20,South Africa
ChristianSadie,Aquatics - Swimming and Para Swimming,Male,24,South Africa
MatthewSates,Aquatics - Swimming and Para Swimming,Male,19,South Africa
TatjanaSchoenmaker,Aquatics - Swimming and Para Swimming,Female,25,South Africa
Laravan Niekerk,Aquatics - Swimming and Para Swimming,Female,19,South Africa
Halpewaththaga Dimuth Ak.Peiris,Aquatics - Swimming and Para Swimming,Male,22,Sri Lanka
GangaSenavirathne,Aquatics - Swimming and Para Swimming,Female,19,Sri Lanka
WilliamCaswell,Aquatics - Swimming and Para Swimming,Male,14,St Helena
PoppyDavis-Coyle,Aquatics - Swimming and Para Swimming,Female,14,St Helena
ViviennePonsford,Aquatics - Swimming and Para Swimming,Female,16,St Helena
StefanThomas,Aquatics - Swimming and Para Swimming,Male,16,St Helena
BrookeYon,Aquatics - Swimming and Para Swimming,Female,17,St Helena
DuwaineYon,Aquatics - Swimming and Para Swimming,Male,22,St Helena
JoshuaYon,Aquatics - Swimming and Para Swimming,Male,25,St Helena
MikailiCharlemagne,Aquatics - Swimming and Para Swimming,Female,19,St Lucia
Jayhan JamaudOdlum-Smith,Aquatics - Swimming and Para Swimming,Male,20,St Lucia
KenaleAlleyne,Aquatics - Swimming and Para Swimming,Male,17,St Vinc & Grenadines
ShaneCadogan,Aquatics - Swimming and Para Swimming,Male,21,St Vinc & Grenadines
AbigailDeshong,Aquatics - Swimming and Para Swimming,Female,16,St Vinc & Grenadines
BrysonGeorge,Aquatics - Swimming and Para Swimming,Male,17,St Vinc & Grenadines
TiaGun-Munro,Aquatics - Swimming and Para Swimming,Female,16,St Vinc & Grenadines
JamieJoachim,Aquatics - Swimming and Para Swimming,Female,14,St Vinc & Grenadines
CollinsSaliboko,Aquatics - Swimming and Para Swimming,Male,20,Tanzania
KaylaTemba,Aquatics - Swimming and Para Swimming,Female,19,Tanzania
IzaakBastian,Aquatics - Swimming and Para Swimming,Male,21,The Bahamas
KatelynCabral,Aquatics - Swimming and Para Swimming,Female,19,The Bahamas
DavanteCarey,Aquatics - Swimming and Para Swimming,Male,20,The Bahamas
RhanishkaGibbs,Aquatics - Swimming and Para Swimming,Female,16,The Bahamas
Lillian LouiseHiggs,Aquatics - Swimming and Para Swimming,Female,21,The Bahamas
LamarTaylor,Aquatics - Swimming and Para Swimming,Male,19,The Bahamas
Luke-KennedyThompson,Aquatics - Swimming and Para Swimming,Male,21,The Bahamas
Zaylie-ElizabethThompson,Aquatics - Swimming and Para Swimming,Female,18,The Bahamas
Ebrima SorryBuaro,Aquatics - Swimming and Para Swimming,Male,21,The Gambia
OmarDarboe,Aquatics - Swimming and Para Swimming,Male,25,The Gambia
VaoahiAfu,Aquatics - Swimming and Para Swimming,Female,15,Tonga
FinauOhuafi,Aquatics - Swimming and Para Swimming,Male,21,Tonga
CharissaPanuve,Aquatics - Swimming and Para Swimming,Female,27,Tonga
Alan Koti LopetiUhi,Aquatics - Swimming and Para Swimming,Male,16,Tonga
DylanCarter,Aquatics - Swimming and Para Swimming,Male,26,Trinidad & Tobago
Graham IrvinChatoor,Aquatics - Swimming and Para Swimming,Male,22,Trinidad & Tobago
CadellLyons,Aquatics - Swimming and Para Swimming,Male,30,Trinidad & Tobago
CherelleThompson,Aquatics - Swimming and Para Swimming,Female,30,Trinidad & Tobago
JeronThompson,Aquatics - Swimming and Para Swimming,Male,21,Trinidad & Tobago
KaelYorke,Aquatics - Swimming and Para Swimming,Male,22,Trinidad & Tobago
ArleighaHall,Aquatics - Swimming and Para Swimming,Female,21,Turks & Caicos Is.
Rohan KarimShearer,Aquatics - Swimming and Para Swimming,Male,15,Turks & Caicos Is.
Atuhaire OgolaAmbala,Aquatics - Swimming and Para Swimming,Male,21,Uganda
Husnah BiramahiireKukundakwe,Aquatics - Swimming and Para Swimming,Female,15,Uganda
AviceMeya,Aquatics - Swimming and Para Swimming,Female,27,Uganda
TendoMukalazi,Aquatics - Swimming and Para Swimming,Male,20,Uganda
KiraboNamutebi,Aquatics - Swimming and Para Swimming,Female,17,Uganda
KieranBird,Aquatics - Swimming and Para Swimming,Male,22,Wales
KyleBooth,Aquatics - Swimming and Para Swimming,Male,20,Wales
DylanBroom,Aquatics - Swimming and Para Swimming,Male,20,Wales
TomCarswell,Aquatics - Swimming and Para Swimming,Male,21,Wales
CharlotteEvans,Aquatics - Swimming and Para Swimming,Female,24,Wales
LewisFraser,Aquatics - Swimming and Para Swimming,Male,22,Wales
MediHarris,Aquatics - Swimming and Para Swimming,Female,19,Wales
CalumJarvis,Aquatics - Swimming and Para Swimming,Male,30,Wales
DanielJervis,Aquatics - Swimming and Para Swimming,Male,26,Wales
DanJones,Aquatics - Swimming and Para Swimming,Male,25,Wales
HarrietJones,Aquatics - Swimming and Para Swimming,Female,25,Wales
RebeccaLewis,Aquatics - Swimming and Para Swimming,Female,19,Wales
BradleyNewman,Aquatics - Swimming and Para Swimming,Male,21,Wales
LilyRice,Aquatics - Swimming and Para Swimming,Female,18,Wales
MatthewRichards,Aquatics - Swimming and Para Swimming,Male,19,Wales
JoeSmall,Aquatics - Swimming and Para Swimming,Male,21,Wales
RebeccaSutton,Aquatics - Swimming and Para Swimming,Female,21,Wales
Alys MargaretThomas,Aquatics - Swimming and Para Swimming,Female,31,Wales
LiamWhite,Aquatics - Swimming and Para Swimming,Male,23,Wales
MeghanWillis,Aquatics - Swimming and Para Swimming,Female,14,Wales
ZachMoyo,Aquatics - Swimming and Para Swimming,Male,16,Zambia
KumarenNaidu,Aquatics - Swimming and Para Swimming,Male,24,Zambia
TilkaPaljk,Aquatics - Swimming and Para Swimming,Female,25,Zambia
Jade AnitaPhiri,Aquatics - Swimming and Para Swimming,Female,16,Zambia
DavinFleming,Athletics and Para Athletics,Male,21,Anguilla
Tri-TaniaLowe,Athletics and Para Athletics,Female,21,Anguilla
SaymonRijo,Athletics and Para Athletics,Male,21,Anguilla
TerroneWebster,Athletics and Para Athletics,Male,18,Anguilla
CejhaeGreene,Athletics and Para Athletics,Male,26,Antigua & Barbuda
JoellaLloyd,Athletics and Para Athletics,Female,20,Antigua & Barbuda
TaecoO'Garro,Athletics and Para Athletics,Male,20,Antigua & Barbuda
DarionSkerritt,Athletics and Para Athletics,Male,21,Antigua & Barbuda
KaliqueSt. Jean,Athletics and Para Athletics,Male,23,Antigua & Barbuda
LiamAdams,Athletics and Para Athletics,Male,35,Australia
NaaAnang,Athletics and Para Athletics,Female,27,Australia
AngusArmstrong,Athletics and Para Athletics,Male,25,Australia
JoshuaAzzopardi,Athletics and Para Athletics,Male,22,Australia
AngelaBallard,Athletics and Para Athletics,Female,40,Australia
Kelsey-LeeBarber,Athletics and Para Athletics,Female,30,Australia
IsobelBatt-Doyle,Athletics and Para Athletics,Female,26,Australia
JacintaBeecher,Athletics and Para Athletics,Female,24,Australia
CatrionaBisset,Athletics and Para Athletics,Female,28,Australia
PeterBol,Athletics and Para Athletics,Male,28,Australia
RohanBrowning,Athletics and Para Athletics,Male,24,Australia
AndrewBuchanan,Athletics and Para Athletics,Male,31,Australia
BenBuckingham,Athletics and Para Athletics,Male,30,Australia
BrookeBuschkuehl,Athletics and Para Athletics,Female,29,Australia
AbbeyCaldwell,Athletics and Para Athletics,Female,21,Australia
SarahCarli,Athletics and Para Athletics,Female,27,Australia
SamuelCarter,Athletics and Para Athletics,Male,30,Australia
AmyCashin,Athletics and Para Athletics,Female,28,Australia
JulieCharlton,Athletics and Para Athletics,Female,23,Australia
RhiannonClarke,Athletics and Para Athletics,Female,20,Australia
LizClay,Athletics and Para Athletics,Female,27,Australia
SarahClifton-Bligh,Athletics and Para Athletics,Female,18,Australia
EllaConnolly,Athletics and Para Athletics,Female,22,Australia
