Date,Team,Acquired,Relinquished,Notes
2011-01-20,Bobcats,,Tyrus Thomas,placed on IL with torn meniscus in left knee
2011-01-20,Bobcats,Derrick Brown,,activated from IL
2011-01-20,Bobcats,Eduardo Najera,,activated from IL
2011-01-20,Bulls,,Carlos Boozer,sprained left ankle (DNP)
2011-01-20,Blazers,,Marcus Camby,arthroscopic surgery on left knee to repair torn meniscus
2011-01-20,Blazers,,Marcus Camby,recovering from arthroscopic surgery on left knee to repair torn meniscus (DNP)
2011-01-21,Bucks,,Brandon Jennings,placed on IL recovering from surgery on left foot
2011-01-21,Bucks,,John Salmons,sore right hip (DNP)
2011-01-21,Bucks,Carlos Delfino,,activated from IL
2011-01-21,Cavaliers,,Mo Williams,placed on IL with hip flexor injury
2011-01-21,Cavaliers,Anthony Parker,,activated from IL
2011-01-21,Celtics,,Jermaine O'Neal,sore left knee (DNP)
2011-01-21,Celtics,,Shaquille O'Neal,hip injury (DTD)
2011-01-21,Hawks,,Al Horford,placed on IL with sore right ankle
2011-01-21,Hawks,Etan Thomas,,activated from IL
2011-01-21,Hornets,,Aaron Gray,placed on IL with sprained ankle
2011-01-21,Hornets,,Trevor Ariza,right ankle tendinitis / knee tendinitis (CBC) (DNP)
2011-01-21,Hornets,Didier Mbenga ,,activated from IL
2011-01-21,Pistons,,Charlie Villanueva,sprained left ankle (DTD)
2011-01-21,Raptors,,Joey Dorsey,sore right knee (DTD)
2011-01-21,Raptors,,Leandro Barbosa,strained right hamstring (DNP)
2011-01-21,Spurs,,George Hill,sprained right thumb (DNP)
2011-01-21,Suns,Garret Siler,,activated from IL
2011-01-21,Warriors,,Lou Amundson,placed on IL with sprained left ankle
2011-01-21,Warriors,Charlie Bell,,activated from IL
2011-01-21,Wizards,,Kirk Hinrich,sprained elbow (DTD)
2011-01-22,Blazers,,Marcus Camby,recovering from arthroscopic surgery on left knee to repair torn meniscus (DNP)
2011-01-22,Bucks,,Drew Gooden,plantar fasciitis in left foot (DNP)
2011-01-22,Bucks,,John Salmons,strained right hip (DNP)
2011-01-22,Cavaliers,,Anthony Parker,strained lower back (DNP)
2011-01-22,Celtics,,Jermaine O'Neal,sore left knee (DNP)
2011-01-22,Celtics,,Shaquille O'Neal,sore right knee (DNP)
2011-01-22,Clippers,,Willie Warren,placed on IL
2011-01-22,Clippers,Brian Cook,,activated from IL
2011-01-22,Heat,,Dwyane Wade,migraine headache (DNP)
2011-01-22,Hornets,,Trevor Ariza,right knee tendinitis (DNP)
2011-01-22,Jazz,,Francisco Elson,placed on IL with quadriceps injury
2011-01-22,Jazz,Jeremy Evans,,activated from IL
2011-01-22,Magic,,Jason Williams,foot injury (out indefinitely)
2011-01-22,Pacers,,Josh McRoberts,placed on IL
2011-01-22,Pacers,Roy Hibbert,,activated from IL
2011-01-22,Pistons,,Charlie Villanueva,placed on IL with sprained left ankle
2011-01-22,Pistons,Ben Wallace,,activated from IL
2011-01-22,Raptors,,Joey Dorsey,strained right patella tendon (DNP)
2011-01-22,Raptors,,Leandro Barbosa,strained right hamstring (DNP)
2011-01-22,Raptors,,Linas Kleiza,sore right knee (DNP)
2011-01-22,Spurs,,George Hill,sprained right thumb (DNP)
2011-01-22,Thunder,,B.J. Mullens,placed on IL
2011-01-22,Thunder,Daequan Cook,,activated from IL
2011-01-22,Warriors,,Acie Law,placed on IL with sore left knee
2011-01-22,Warriors,Lou Amundson,,activated from IL
2011-01-22,Wizards,,Kirk Hinrich,placed on IL with sprained elbow
2011-01-24,76ers,,Darius Songaila,placed on IL
2011-01-24,76ers,Andres Nocioni,,activated from IL
2011-01-24,Blazers,,Marcus Camby,placed on IL recovering from arthroscopic surgery on left knee to repair torn meniscus
2011-01-24,Bucks,,John Salmons,strained right hip (DNP)
2011-01-24,Cavaliers,,Anthony Parker,strained lower back (DNP)
2011-01-24,Raptors,,Joey Dorsey,strained right patella tendon (DNP)
2011-01-24,Raptors,,Jose Calderon,flu-like symptoms / ankle injury (CBC) (DNP)
2011-01-24,Raptors,,Leandro Barbosa,placed on IL with strained right hamstring
2011-01-24,Raptors,,Linas Kleiza,sore right knee (DNP)
2011-01-24,Raptors,Sonny Weems,,activated from IL
2011-01-24,Rockets,,Jared Jeffries,placed on IL with hyperextended right knee
2011-01-24,Timberwolves,,Kosta Koufos,placed on IL
2011-01-24,Timberwolves,Nikola Pekovic,,activated from IL
2011-01-24,Warriors,,Charlie Bell,placed on IL
2011-01-24,Warriors,Acie Law,,activated from IL
2011-01-24,Rockets,Ish Smith,,activated from IL
2011-01-24,Raptors,,Alex Ajinca,placed on IL
2011-01-25,Celtics,,Jermaine O'Neal,placed on IL with sore left knee
2011-01-25,Celtics,,Shaquille O'Neal,sore right leg (DNP)
2011-01-25,Celtics,Kendrick Perkins,,activated from IL
2011-01-25,Clippers,,Eric Gordon,sprained right wrist (DNP)
2011-01-25,Jazz,,Kyrylo Fesenko,placed on IL with upper respiratory infection
2011-01-25,Jazz,Francisco Elson,,activated from IL
2011-01-25,Mavericks,,Peja Stojakovic,placed on IL with sore knee
2011-01-26,Bobcats,,Derrick Brown,placed on IL
2011-01-26,Bobcats,Sherron Collins,,activated from IL
2011-01-26,Bucks,,Drew Gooden,placed on IL with plantar fasciitis in left foot
2011-01-26,Bucks,,John Salmons,strained right hip (DNP)
2011-01-26,Clippers,,Eric Gordon,sprained right wrist (DNP)
2011-01-26,Clippers,Willie Warren,,activated from IL
2011-01-26,Grizzlies,,DeMarre Carroll,placed on IL
2011-01-26,Grizzlies,Xavier Henry,,activated from IL
2011-01-26,Hawks,,Jordan Crawford,placed on IL
2011-01-26,Hawks,,Josh Powell,placed on IL
2011-01-26,Hawks,Al Horford,,activated from IL
2011-01-26,Hawks,Marvin Williams,,activated from IL
2011-01-26,Nuggets,,Kenyon Martin,left knee injury (DNP)
2011-01-26,Nuggets,,Nene Hilario ,placed on IL with strained right calf
2011-01-26,Nuggets,Renaldo Balkman,,activated from IL
2011-01-26,Pistons,,Richard Hamilton,placed on IL with flu
2011-01-26,Pistons,Charlie Villanueva,,activated from IL
2011-01-26,Raptors,,Linas Kleiza,placed on IL with sore right knee
2011-01-26,Raptors,Alex Ajinca,,activated from IL
2011-01-26,Timberwolves,,Lazar Hayward,placed on IL
2011-01-26,Timberwolves,Sebastian Telfair,,activated from IL
2011-01-27,Celtics,,Shaquille O'Neal,sore right hip (DNP)
2011-01-28,Bobcats,,Sherron Collins,placed on IL
2011-01-28,Bobcats,Derrick Brown,,activated from IL
2011-01-28,Bucks,,John Salmons,strained right hip (DNP)
2011-01-28,Grizzlies,,Hamed Haddadi,placed on IL
2011-01-28,Grizzlies,DeMarre Carroll,,activated from IL
2011-01-28,Heat,,Dwyane Wade,sprained right wrist (DNP)
2011-01-28,Jazz,,Deron Williams,strained tendon in right wrist (DNP)
2011-01-28,Jazz,,Mehmet Okur,strained lower back (DTD)
2011-01-28,Knicks,,Wilson Chandler,placed on IL with sore left calf
2011-01-28,Knicks,Andy Rautins,,activated from IL
2011-01-28,Nets,,Jordan Farmar,strained lower back (DNP)
2011-01-28,Nuggets,,Renaldo Balkman,placed on IL
2011-01-28,Nuggets,Nene Hilario ,,activated from IL
2011-01-28,Pacers,,Brandon Rush,placed on IL with sprained right ankle
2011-01-28,Pacers,,Tyler Hansbrough,placed on IL with pneumonia
2011-01-28,Pacers,Dahntay Jones,,activated from IL
2011-01-28,Pacers,Josh McRoberts,,activated from IL
2011-01-28,Pistons,,Rodney Stuckey,bruised right shoulder (DNP)
2011-01-28,Thunder,,Thabo Sefolosha,placed on IL with sore/sprained knee
2011-01-28,Thunder,B.J. Mullens,,activated from IL
2011-01-28,Wizards,,JaVale McGee,placed on IL with flu
2011-01-28,Wizards,Kirk Hinrich,,activated from IL
2011-01-28,Wizards,,Kirk Hinrich,sprained right ankle (DNP)
2011-01-29,Bucks,,John Salmons,strained right hip (DNP)
2011-01-29,Bucks,Brandon Jennings,,activated from IL
2011-01-29,Nets,,Jordan Farmar,strained lower back (DNP)
2011-01-29,Wizards,,Mustafa Shakur,right leg injury (DTD)
2011-01-30,Heat,,Jamaal Magloire,placed on IL
2011-01-30,Heat,Chris Bosh,,activated from IL
2011-01-30,Jazz,,Deron Williams,strained tendon in right wrist (DNP)
2011-01-30,Jazz,,Mehmet Okur,placed on IL with strained back / chronic disc problem in back (out for season)
2011-01-30,Jazz,Kyrylo Fesenko,,activated from IL
2011-01-30,Knicks,,Wilson Chandler,sore left calf (DNP)
2011-01-30,Magic,,Gilbert Arenas,bruised left knee (P) / sore right knee (CBC) (DNP)
2011-01-30,Nuggets,,Al Harrington,placed on IL with left foot injury
2011-01-30,Nuggets,,Kenyon Martin,placed on IL with sore left knee
2011-01-30,Nuggets,Chris Andersen,,activated from IL
2011-01-30,Nuggets,Renaldo Balkman,,activated from IL
2011-01-30,Pistons,,Rodney Stuckey,bruised right shoulder (DNP)
2011-01-30,Suns,,Gani Lawal,surgery on right knee to repair torn ACL and partially torn MCL (out for season)
2011-01-30,Suns,,Goran Dragic,placed on IL with stitches in left foot
2011-01-30,Suns,Garret Siler,,activated from IL (P)
2011-01-31,Bobcats,,Derrick Brown,placed on IL
2011-01-31,Bobcats,Sherron Collins,,activated from IL
2011-01-31,Bucks,,John Salmons,placed on IL with strained right hip
2011-01-31,Cavaliers,,Daniel Gibson,bruised left quadriceps (DNP)
2011-01-31,Clippers,,Eric Gordon,sprained right wrist (DNP)
2011-01-31,Grizzlies,,DeMarre Carroll,placed on IL
2011-01-31,Grizzlies,Hamed Haddadi,,activated from IL
2011-01-31,Jazz,,Deron Williams,strained tendon in right wrist (DNP)
2011-01-31,Magic,,J.J. Redick,sore left shoulder (DTD)
2011-01-31,Nets,,Jordan Farmar,strained lower back (DNP)
2011-01-31,Nuggets,,Chris Andersen,placed on IL with sore right knee
2011-01-31,Nuggets,Kenyon Martin,,activated from IL
2011-01-31,Pacers,,Solomon Jones,placed on IL
2011-01-31,Pacers,Tyler Hansbrough,,activated from IL
2011-01-31,Wizards,,Mustafa Shakur,placed on IL
2011-01-31,Wizards,JaVale McGee,,activated from IL
2011-02-01,Hornets,,Emeka Okafor,placed on IL with strained left oblique muscle
2011-02-01,Hornets,Aaron Gray,,activated from IL
2011-02-01,Kings,,Jason Thompson,sprained right ankle (DNP)
2011-02-01,Lakers,,Andrew Bynum,bone bruised in left knee (DNP)
2011-02-01,Rockets,Jared Jeffries,,activated from IL
2011-02-01,Rockets,,Ish Smith,placed on IL
2011-02-02,Bobcats,,Dominic McGuire,placed on IL
2011-02-02,Bobcats,Derrick Brown,,activated from IL
2011-02-02,Bucks,,Andrew Bogut,placed on IL with bruised right knee
2011-02-02,Bucks,,Keyon Dooling,flu (DNP)
2011-02-02,Bucks,,Larry Sanders ,illness (DNP)
2011-02-02,Bucks,John Salmons,,activated from IL
2011-02-02,Cavaliers,,Daniel Gibson,bruised left quadriceps (DNP)
2011-02-02,Clippers,,Eric Gordon,sprained right wrist (DNP)
2011-02-02,Hawks,,Etan Thomas,placed on IL
2011-02-02,Hawks,Josh Powell,,activated from IL
2011-02-02,Jazz,,Andrei Kirilenko,sprained left ankle (DNP)
2011-02-02,Jazz,,Deron Williams,strained tendon in right wrist (DNP)
2011-02-02,Nets,,Jordan Farmar,placed on IL with strained lower back
2011-02-02,Nuggets,,Melvin Ely,placed on IL
2011-02-02,Nuggets,,Renaldo Balkman,placed on IL
2011-02-02,Nuggets,Al Harrington,,activated from IL
2011-02-02,Nuggets,Chris Andersen,,activated from IL
2011-02-02,Pistons,,Jason Maxiell,sore back (DNP)
2011-02-02,Pistons,,Rodney Stuckey,placed on IL with bruised right shoulder
2011-02-02,Pistons,Richard Hamilton,,activated from IL
2011-02-02,Rockets,,Jordan Hill,sprained ankle (DNP)
2011-02-02,Thunder,,B.J. Mullens,placed on IL
2011-02-02,Timberwolves,Kosta Koufos,,activated from IL
2011-02-02,Thunder,Cole Aldrich,,activated from IL
2011-02-03,Bucks,,Chris Douglas-Roberts,DNP
2011-02-03,Heat,Jamaal Magloire,,activated from IL
2011-02-03,Magic,,Brandon Bass,sprained left ankle (DNP)
2011-02-03,Raptors,,Linas Kleiza,microfracture surgery on right knee to repair cartilage damage (out for season)
2011-02-03,Warriors,,Acie Law,placed on IL with sprained right wrist
2011-02-03,Warriors,Charlie Bell,,activated from IL
2011-02-04,Bobcats,,Eduardo Najera,placed on IL with illness
2011-02-04,Bobcats,Dominic McGuire,,activated from IL
2011-02-04,Celtics,,Shaquille O'Neal,sore right leg / Achilles tendon (CBC) (DNP)
2011-02-04,Clippers,,Eric Gordon,sprained right wrist (DNP)
2011-02-04,Jazz,,Andrei Kirilenko,sprained left ankle (DNP)
2011-02-04,Kings,,Hassan Whiteside,torn patella tendon in left knee (out for season)
2011-02-04,Kings,,Jason Thompson,sprained right ankle (DNP)
2011-02-04,Knicks,,Andy Rautins,placed on IL
2011-02-04,Knicks,Wilson Chandler,,activated from IL
2011-02-04,Magic,,Brandon Bass,sprained left ankle (DNP)
2011-02-04,Magic,Malik Allen,,activated from IL
2011-02-04,Pistons,,Jason Maxiell,sore back (DNP)
2011-02-04,Raptors,,Jerryd Bayless,sprained right knee (DTD)
2011-02-04,Thunder,,Cole Aldrich,placed on IL
2011-02-04,Thunder,Thabo Sefolosha,,activated from IL
2011-02-04,Timberwolves,,Michael Beasley,left ankle injury (DTD)
2011-02-04,Timberwolves,Lazar Hayward,,activated from IL
2011-02-05,Blazers,,Dante Cunningham,facial injury (DNP)
2011-02-05,Bobcats,,Dominic McGuire,placed on IL
2011-02-05,Bobcats,Eduardo Najera,,activated from IL
2011-02-05,Bucks,,Jon Brockman,placed on IL
2011-02-05,Bucks,Andrew Bogut,,activated from IL
2011-02-05,Grizzlies,DeMarre Carroll,,activated from IL
2011-02-05,Hawks,,Al Horford,placed on IL with bruised back
2011-02-05,Hawks,Jordan Crawford,,activated from IL
2011-02-05,Hornets,,Jason Smith,placed on IL with illness
2011-02-05,Hornets,,Trevor Ariza,sprained right ankle (DNP)
2011-02-05,Jazz,,Andrei Kirilenko,sprained left ankle (DNP)
2011-02-05,Nuggets,,Ty Lawson,placed on IL with sprained/strained left knee
2011-02-05,Nuggets,Renaldo Balkman,,activated from IL
2011-02-05,Pistons,,Jason Maxiell,sore back (DNP)
2011-02-05,Rockets,,Jordan Hill,placed on IL with sprained left ankle
2011-02-05,Rockets,Brad Miller,,activated from IL
2011-02-05,Timberwolves,,Martell Webster,placed on IL with back spasms
2011-02-05,Timberwolves,Michael Beasley,,returned to lineup
2011-02-05,Warriors,,Lou Amundson,placed on IL with back spasms
2011-02-05,Warriors,Jeremy Lin,,activated from IL
2011-02-06,76ers,,Jason Kapono,placed on IL
2011-02-06,76ers,Darius Songaila,,activated from IL
2011-02-06,Celtics,,Marquis Daniels,bruised spinal cord (out indefinitely)
2011-02-06,Celtics,,Shaquille O'Neal,sore right leg (DNP)
2011-02-06,Clippers,,Eric Gordon,sprained right wrist (DNP)
2011-02-06,Heat,,Jamaal Magloire,placed on IL
2011-02-06,Knicks,,Ronny Turiaf,placed on IL with sprained right ankle
2011-02-06,Knicks,Andy Rautins,,activated from IL
2011-02-06,Magic,,Brandon Bass,sprained left ankle (DNP)
2011-02-07,Bobcats,,Matt Carroll,placed on IL
2011-02-07,Bobcats,Dominic McGuire,,activated from IL
2011-02-07,Celtics,,Marquis Daniels,placed on IL with bruised spinal cord
2011-02-07,Celtics,,Semih Erden,strained right adductor (DNP)
2011-02-07,Celtics,,Shaquille O'Neal,sore right leg (DNP)
2011-02-07,Hornets,,Trevor Ariza,placed on IL with sprained right ankle
2011-02-07,Hornets,Jason Smith,,activated from IL
2011-02-07,Jazz,,Francisco Elson,left knee injury (DTD)
2011-02-07,Mavericks,Peja Stojakovic,,activated from IL
2011-02-07,Nuggets,,Nene Hilario ,placed on IL with illness
2011-02-07,Nuggets,,Renaldo Balkman,placed on IL
2011-02-07,Nuggets,Melvin Ely,,activated from IL
2011-02-07,Nuggets,Ty Lawson,,activated from IL
2011-02-07,Celtics,Avery Bradley,,activated from IL
2011-02-07,Rockets,Ish Smith,,activated from IL
2011-02-08,Bucks,,Larry Sanders ,placed on IL with back spasms
2011-02-08,Bucks,Jon Brockman,,activated from IL
2011-02-08,Clippers,,Eric Gordon,sprained right wrist (DNP)
2011-02-08,Grizzlies,,Rudy Gay,placed on IL with sprained right big toe
2011-02-08,Magic,,Brandon Bass,sprained left ankle (DNP)
2011-02-08,Mavericks,,Dominique Jones,stress fracture in fifth metatarsal in right foot (out indefinitely)
2011-02-08,Pacers,,T.J. Ford,placed on IL
2011-02-08,Pacers,Brandon Rush,,activated from IL
2011-02-08,Pistons,,Chris Wilcox,sore groin (DNP)
2011-02-08,Pistons,,DaJuan Summers,placed on IL
2011-02-08,Pistons,,Richard Hamilton,sore groin (DNP)
2011-02-08,Pistons,Rodney Stuckey,,activated from IL
2011-02-08,Raptors,,Alex Ajinca,sore left foot (DNP)
2011-02-08,Raptors,,Jerryd Bayless,placed on IL with sprained right knee
2011-02-08,Raptors,Leandro Barbosa,,activated from IL
2011-02-08,Rockets,,Terrence Williams,placed on IL
2011-02-08,Spurs,,James Anderson,placed on IL
2011-02-08,Spurs,Matt Bonner,,activated from IL
2011-02-08,Timberwolves,,Darko Milicic,strained left hip flexor (DNP)
2011-02-08,Timberwolves,,Michael Beasley,sprained left ankle (DNP)
2011-02-09,Bobcats,Matt Carroll,,activated from IL
2011-02-09,Clippers,,Eric Gordon,sprained right wrist (DNP)
2011-02-09,Jazz,,Francisco Elson,left knee inflammation (DNP)
2011-02-09,Magic,,Brandon Bass,sprained left ankle (DNP)
2011-02-09,Nets,,Orien Greene,placed on IL
2011-02-09,Nets,Jordan Farmar,,activated from IL
2011-02-09,Nuggets,,Chauncey Billups,placed on IL with strained left knee
2011-02-09,Nuggets,Nene Hilario ,,activated from IL
2011-02-09,Nuggets,Renaldo Balkman,,activated from IL
2011-02-09,Pacers,,Solomon Jones,placed on IL (P)
2011-02-09,Pacers,T.J. Ford,,activated from IL
2011-02-09,Pistons,,Richard Hamilton,sore groin (DNP)
2011-02-09,Raptors,,Solomon Alabi,placed on IL
2011-02-09,Raptors,Jerryd Bayless,,activated from IL
2011-02-09,Wizards,,Al Thornton,dislocated right middle finger (DNP)
2011-02-09,Wizards,,Jianlian Yi,sprained left ankle (DNP)
2011-02-10,Celtics,,Semih Erden,strained right adductor (DNP)
2011-02-10,Celtics,,Shaquille O'Neal,sore right leg (DNP)
2011-02-10,Nuggets,,Melvin Ely,placed on IL
2011-02-10,Nuggets,,Renaldo Balkman,placed on IL
2011-02-10,Nuggets,Chauncey Billups,,activated from IL
2011-02-11,76ers,,Tony Battie,placed on IL with sprained wrist
2011-02-11,76ers,Jason Kapono,,activated from IL
2011-02-11,Bobcats,,Sherron Collins,placed on IL
2011-02-11,Bucks,,Chris Douglas-Roberts,placed on IL with illness
2011-02-11,Cavaliers,,Alonzo Gee,placed on IL
2011-02-11,Cavaliers,Mo Williams,,activated from IL
2011-02-11,Clippers,,Eric Gordon,sprained right wrist (DNP)
2011-02-11,Grizzlies,,Zach Randolph,placed on IL with sprained right ankle
2011-02-11,Grizzlies,Rudy Gay,,activated from IL
2011-02-11,Hornets,,Quincy Pondexter,placed on IL
2011-02-11,Hornets,Trevor Ariza,,activated from IL
2011-02-11,Jazz,,Raja Bell,strained left calf (DNP)
2011-02-11,Jazz,,Ronnie Price,sprained right big toe (DNP)
2011-02-11,Magic,,Brandon Bass,sprained left ankle (DNP)
2011-02-11,Mavericks,,Dominique Jones,surgery on right foot to repair stress fracture in fifth metatarsal (out indefinitely)
2011-02-11,Pistons,,Richard Hamilton,sore groin (DNP)
2011-02-11,Raptors,,Alex Ajinca,sore left foot (DNP)
2011-02-11,Raptors,,Amir Johnson,placed on IL with sprained right ankle
2011-02-11,Raptors,Solomon Alabi,,activated from IL
2011-02-11,Spurs,,Tiago Splitter,strained left hamstring (DNP)
2011-02-11,Timberwolves,,Darko Milicic,strained left hip flexor (DNP)
2011-02-11,Timberwolves,,Michael Beasley,sprained left ankle (DNP)
2011-02-11,Bucks,Larry Sanders ,,activated from IL
2011-02-11,Bucks,,Larry Sanders ,back spasms (DNP)
2011-02-12,Bobcats,,Derrick Brown,placed on IL
2011-02-12,Bobcats,Sherron Collins,,activated from IL
