Type,Name,Address,Grade,District,AGA Division,PS/MC/UC,Full_Add,Lat,Lon
Travel Agents,A B TRAVELS PVT LTD,"93 ALLAN AVENUE,DEHIWALA",,Colombo,Colombo,Colombo Divisional Secretariat,"93 ALLAN AVENUE,DEHIWALA, Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,GO TRAVEL LANKA (PVT) LTD,"NO 465 1/1,GALLE ROAD,COLOMBO 3",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 465 1/1,GALLE ROAD,COLOMBO 3, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,RELAX HOLIDAYS PVT LTD,"108/1,EAST ROAD,AKKARAIPATTU 01,SRI LANKA",,Ampara,AKKARAIPATTU,Akkaraipattu Divisional Secretariat,"108/1,EAST ROAD,AKKARAIPATTU 01,SRI LANKA, Ampara, Sri Lanka",81.849685879,7.218416352
Travel Agents,AMJA TRAVELS (PRIVAT) LIMITED,"NO.22, DIAS PLACE, GUNASINHAPURA, COLOMBO-12",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.22, DIAS PLACE, GUNASINHAPURA, COLOMBO-12, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,WALLEM LANKA PVT LTD,"NO 171/4/1,KYNSEY ROAD,COLOMBO 8",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 171/4/1,KYNSEY ROAD,COLOMBO 8, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,OLANCOM PVT LTD,"660,GALLE ROAD,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"660,GALLE ROAD,COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,CEYLON TRAVEL FACTORY PVT LTD,"NO 124,KANDY ROAD,MAHARA",,Gampaha,Gampaha,Gampaha Divisional Secretariat,"NO 124,KANDY ROAD,MAHARA, Gampaha, Sri Lanka",79.939375045,6.991302851
Travel Agents,V P PERERA TOURS AND TRAVELS PVT LTD,"NO 340,BLOMENDHAL ROAD,COLOMBO 13",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 340,BLOMENDHAL ROAD,COLOMBO 13, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,ACCRU HOLIDAYS PVT LTD,"63,EATHUKALA ROAD,NEGAMBO",,Gampaha,Negombo,Negombo Divisional Secretariat,"63,EATHUKALA ROAD,NEGAMBO, Gampaha, Sri Lanka",79.843249,7.206416
Travel Agents,RANRO TOURS,"NO 8A,STEPHAN PLACE,RAJAGIRIYA ROAD,RAJAGIRIYA",,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,"NO 8A,STEPHAN PLACE,RAJAGIRIYA ROAD,RAJAGIRIYA, Colombo, Sri Lanka",79.896217547,6.909504175
Travel Agents,CEYLAN HOLIDAYS,"#126,1ST FLOOR,THIHARIYA,KALAGEDIHENA,",,Gampaha,Gampaha,Gampaha Divisional Secretariat,"#126,1ST FLOOR,THIHARIYA,KALAGEDIHENA,, Gampaha, Sri Lanka",80.070560127,7.12648592
Travel Agents,GREENLINK TOURS LANKA PVT LTD,"NO 14,CINNAMON LAKE SIDE,115,SIR CHITTAMPALAM A GARDINER MW,COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 14,CINNAMON LAKE SIDE,115,SIR CHITTAMPALAM A GARDINER MW,COLOMBO 02, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,RAINBOW GLOBAL TRAVELS (PVT) LTD,"NO 97,MAIN STREET,BATTARAMULLA",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 97,MAIN STREET,BATTARAMULLA, Colombo, Sri Lanka",79.913892,6.897711
Travel Agents,ALOHIL TRAVELS AND TOURS PVT LTD,"LEVEL 2-30,REALTY PLAZA,COLOMBO ROAD,JA ELA",,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,"LEVEL 2-30,REALTY PLAZA,COLOMBO ROAD,JA ELA, Gampaha, Sri Lanka",80.01667,6.86667
Travel Agents,HORIZON LEISURE SERVICES PVT LTD,"425/3 2/1,THIMBIRIGASYAYA ROAD,COLOMBO 05,SRI LANKA",,Colombo,Colombo,Colombo Divisional Secretariat,"425/3 2/1,THIMBIRIGASYAYA ROAD,COLOMBO 05,SRI LANKA, Colombo, Sri Lanka",79.8696080222726,6.89790460161294
Travel Agents,EAST N WEST ON BOARD PVT LTD,"65, THIRUCHENTOOR BEACH ROAD, KALLADY, BATTICALOA",,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,"65, THIRUCHENTOOR BEACH ROAD, KALLADY, BATTICALOA, Batticaloa, Sri Lanka",81.701831,7.718471
Travel Agents,M.N TRAVELS AND TOURS,"17 B,2ND FLOOR,HORANA,BANDARAGAMA",,Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat,"17 B,2ND FLOOR,HORANA,BANDARAGAMA, Kalutara, Sri Lanka",80.061948728,6.71662803
Travel Agents,DIAMOND LEISURE (PRIVATE) LIMITED,"NO. 40, COLOMBO ROAD, NEGOMBO",,Gampaha,Negombo,Negombo Divisional Secretariat,"NO. 40, COLOMBO ROAD, NEGOMBO, Gampaha, Sri Lanka",79.843249,7.206416
Travel Agents,NAWAMINI TRAVELS (PRIVATE) LIMITED,"NO.128, 2ND FLOOR, MUHANDIRAM ROAD, COLOMBO-03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.128, 2ND FLOOR, MUHANDIRAM ROAD, COLOMBO-03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SAGA ISLAND VOYAGES PVT LTD,"30/1/1,DEHIWALA ROAD,BORALASGAMUWA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"30/1/1,DEHIWALA ROAD,BORALASGAMUWA, Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,F.T.S. ISLAND HOLIDAYS PVT LTD,"128/1/1,THIMBIRIGASYAYA ROAD,COLOMBO 05",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"128/1/1,THIMBIRIGASYAYA ROAD,COLOMBO 05, Colombo, Sri Lanka",79.8696080222726,6.89790460161294
Travel Agents,LEADER TRAVELS AND TOURS (PVT) LTD,"NO 3/2,K.D DAVID MW,COLOMBO 10",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 3/2,K.D DAVID MW,COLOMBO 10, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SB TRAVELS AND TOURS (PVT) LTD,"NO:324,ALUTHMAWATHA ROAD,COLOMBO - 15",,Colombo,Colombo,Colombo Divisional Secretariat,"NO:324,ALUTHMAWATHA ROAD,COLOMBO - 15, Colombo, Sri Lanka",79.8656936734915,6.96173171453117
Travel Agents,U TRAVELS INTERNATIONAL PVT LTD,"132 1/1, KANDAWATTE ROAD, COLOMBO 05",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"132 1/1, KANDAWATTE ROAD, COLOMBO 05, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,HOLIDAY LANKA EXPLORERS PVT LTD,"GALLE ROAD,EGODAMULLA,AHUNGALLA",,Galle,Batticaloa,Batticaloa Divisional Secretariat,"GALLE ROAD,EGODAMULLA,AHUNGALLA, Galle, Sri Lanka",80.223192,6.043279
Travel Agents,DETOUR PVT LTD,"NO 170 C,COLOMBO ROAD,WELIGAMPITIYA,JA ELA",,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,"NO 170 C,COLOMBO ROAD,WELIGAMPITIYA,JA ELA, Gampaha, Sri Lanka",79.8939939960837,7.06884012671685
Travel Agents,LEISURE ISLAND HOLIDAY TOURS PVT LTD,"13,3RD LANE,RAWATHAWATTA,MORATUWA",,Colombo,Moratuwa,Moratuwa Divisional Secretariat,"13,3RD LANE,RAWATHAWATTA,MORATUWA, Colombo, Sri Lanka",79.888881,6.790527
Travel Agents,HT CEY LEISURE (PRIVATE) LIMITED,"NO. 175/27, LAKE VIEW DRIVE, NAWALA ROAD, NARAHENPITA, COLOMBO 05",,Colombo,Colombo,Colombo Divisional Secretariat,"NO. 175/27, LAKE VIEW DRIVE, NAWALA ROAD, NARAHENPITA, COLOMBO 05, Colombo, Sri Lanka",79.887192082,6.886982359
Travel Agents,CEYLON HERITAGE TOURS,"259/76V A,BANDARANAYAKAPURA MW,KALAPALUWAWA,RAJAGIRIYA",,Colombo,Kotikawatta Mulleriyawa Pradeshiya Sabha,Kolonnawa Divisional Secretariat,"259/76V A,BANDARANAYAKAPURA MW,KALAPALUWAWA,RAJAGIRIYA, Colombo, Sri Lanka",79.896217547,6.909504175
Travel Agents,TRAVEL FLICK GLOBAL (PVT) LTD,"NO 94/3,STACE ROAD,GRAND PASS,COLOMBO-14",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 94/3,STACE ROAD,GRAND PASS,COLOMBO-14, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,WISH LANKA TRAVELS & TOURS (PVT ) LTD,"761,INDONESIAN MEMORIAL HALL, NEGOMBO RD, LIYANAGEMULLA, SEEDUWA",,Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat,"761,INDONESIAN MEMORIAL HALL, NEGOMBO RD, LIYANAGEMULLA, SEEDUWA, Gampaha, Sri Lanka",79.843249,7.206416
Travel Agents,APPLE HOLIDAYS (PRIVATE) LIMITED,"NO.148 ,ALUTHMAWATHA ROAD, COLOMBO-15",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.148 ,ALUTHMAWATHA ROAD, COLOMBO-15, Colombo, Sri Lanka",79.8656936734915,6.96173171453117
Travel Agents,JAYA LANKA TOURS (PVT) LTD,"NO.2/1/1, DHARMALA PLACE RAJAGIRIYA , COLOMBO",,Colombo,Kotte Muncipal Council,Sri jayawadanapura,"NO.2/1/1, DHARMALA PLACE RAJAGIRIYA , COLOMBO, Colombo, Sri Lanka",79.896217547,6.909504175
Travel Agents,THE ISLE OF PEARL HOLIDAYS (PVT) LTD,"FIRST FLOOR,107/A, ST.MARY'S ROAD JA ELA",,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,"FIRST FLOOR,107/A, ST.MARY'S ROAD JA ELA, Gampaha, Sri Lanka",80.0,7.13333
Travel Agents,MAI GLOBE TRAVELS(PVT) LTD,"NO: 65 I.B.C ROAD, COLOMBO 6",,Colombo,Colombo,Colombo Divisional Secretariat,"NO: 65 I.B.C ROAD, COLOMBO 6, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,LK JAPAN ENTERPRISES(PVT)LTD,"655A,NAYAKA ROAD, KATUNAYAKE",,Colombo,Colombo,Colombo Divisional Secretariat,"655A,NAYAKA ROAD, KATUNAYAKE, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,SAFFRON ISLAND DESTINATION MANAGEMENT (PVT) LTD,"NO.415,5TH FLOOR,KOTTE ROAD,RAJAGIRIYA.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.415,5TH FLOOR,KOTTE ROAD,RAJAGIRIYA., Colombo, Sri Lanka",79.896217547,6.909504175
Travel Agents,MALBEVEN TRAVEL (PVT) LTD,"37/1,PANGIRIWATTA ROAD,NUGEGODA",,Colombo,Colombo,Nugegoda Divisional Secretariat,"37/1,PANGIRIWATTA ROAD,NUGEGODA, Colombo, Sri Lanka",79.893438,6.877014
Travel Agents,BAREFOOT TRAVELLER PRIVATE LIMITED,"07,HOTEL ROAD,MOUNT LAVINIA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"07,HOTEL ROAD,MOUNT LAVINIA, Colombo, Sri Lanka",79.866418,6.842919
Travel Agents,ISRA HOLIDAYS (PRIVATE) LIMITED,"NO.162 B, GALLE ROAD, DEHIWALA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"NO.162 B, GALLE ROAD, DEHIWALA, Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,SKY LINK TOURS(PVT)LTD,"NO:92B,PAMUNUWA,MAHARAGAMA",,Colombo,Maharagama,Maharagama Divisional Secretariat,"NO:92B,PAMUNUWA,MAHARAGAMA, Colombo, Sri Lanka",79.923272,6.851146
Travel Agents,CEYLON EXPERTS RECRUITMENT AND TRAVELS,"NO:47/2/1,ARANAYAKE ROAD,MAWANELLA",,Kegalle,Kegalle,Kegalle Divisional Secretariat,"NO:47/2/1,ARANAYAKE ROAD,MAWANELLA, Kegalle, Sri Lanka",80.387154,7.268821
Travel Agents,FIRST CHOICE TRAVELS AND LEISURE PVT LTD,"909/2A, 51/1, ADHIKARAM MW, ETHULKOTTE, KOTTE",,Colombo,Colombo,Colombo Divisional Secretariat,"909/2A, 51/1, ADHIKARAM MW, ETHULKOTTE, KOTTE, Colombo, Sri Lanka",79.909164319,6.903166337
Travel Agents,BROWNS TOURS (PVT) LTD,"2ND FLOOR,NO.19 FIC TOWER,DUDLEY SENANANAYAKE MW,COLOMBO 08.",,Colombo,Colombo,Colombo Divisional Secretariat,"2ND FLOOR,NO.19 FIC TOWER,DUDLEY SENANANAYAKE MW,COLOMBO 08., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,S M GLOBAL TRAVELS & TOURS (PVT) LTD,"NO:366,BATTICALOA ROAD,MARUTHAMUNAI",,Ampara,Ampara,Ampara Divisional Secretariat,"NO:366,BATTICALOA ROAD,MARUTHAMUNAI, Ampara, Sri Lanka",81.75,7.08333
Travel Agents,BURAQUE TRAVELS (PVT) LTD,"NO.62. DEMATAGODA ROAD, COLOMBO-09",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.62. DEMATAGODA ROAD, COLOMBO-09, Colombo, Sri Lanka",79.8803714755923,6.93274748126065
Travel Agents,GALAXY TOURS,"NO 12,NORRIS CANAL ROAD,MARADANA,COLOMBO 10.",,Colombo,Colombo,Maradana,"NO 12,NORRIS CANAL ROAD,MARADANA,COLOMBO 10., Colombo, Sri Lanka",79.8640038818121,6.92647202862442
Travel Agents,FLYINSTYLE (PVT) LTD,"16,MILAGIRIYA AVENUE,COLOMBO 04",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"16,MILAGIRIYA AVENUE,COLOMBO 04, Colombo, Sri Lanka",79.8577187955379,6.89018043757707
Travel Agents,HATEE TRAVELS,"NO. 142, MUDALIYER ROAD,AKKARAIPATTU-04",,Ampara,MC,Akkaraipattu Divisional Secretariat,"NO. 142, MUDALIYER ROAD,AKKARAIPATTU-04, Ampara, Sri Lanka",81.849685879,7.218416352
Travel Agents,BEYOND HOLIDAYS(PVT) LTD,"LO 6/ELB/EAST LOWER BLOCK/WORLD TRADE CENTRE,COLOMBO 01",,Colombo,Colombo,Colombo Divisional Secretariat,"LO 6/ELB/EAST LOWER BLOCK/WORLD TRADE CENTRE,COLOMBO 01, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AL-HARAMAIN TRAVELS & TOURS,"23/1.GALLE ROAD (NEAR)WILLIAM GRINDING MILLS,DEHIWALA",,Colombo,Colombo,Colombo Divisional Secretariat,"23/1.GALLE ROAD (NEAR)WILLIAM GRINDING MILLS,DEHIWALA, Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,YETHAMA TRAVELS,"19,PEPILIYANA ROAD,NUGEGODA",,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,"19,PEPILIYANA ROAD,NUGEGODA, Colombo, Sri Lanka",79.890648946166,6.85658355517316
Travel Agents,SANASA TRAVELS (PVT )LTD,"NO 1 B, KEPPETIPOLA ROAD,COLOMBO 05",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO 1 B, KEPPETIPOLA ROAD,COLOMBO 05, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,ONELGO TOURS,"393B,OLD KOTTAWA ROAD,UDAHAMULLA,NUGEGODA",,Colombo,Sri Jayawardenapura-Kotte,Nugegoda Divisional Secretariat,"393B,OLD KOTTAWA ROAD,UDAHAMULLA,NUGEGODA, Colombo, Sri Lanka",79.893438,6.877014
Travel Agents,EXOTIC LEISURE TOURS,"# 37,ELIBANK ROAD,COLOMBO 05",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"# 37,ELIBANK ROAD,COLOMBO 05, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,GRAND VACATIONS (PVT) LTD,"NO:163 1/1,CASTLE STREET,COLOMBO 08.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO:163 1/1,CASTLE STREET,COLOMBO 08., Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,TRAVEL AMAYA,"NO:380/3,PAHALA BIYANVILA,KADAWATHA",,Gampaha,Gampaha,Gampaha Divisional Secretariat,"NO:380/3,PAHALA BIYANVILA,KADAWATHA, Gampaha, Sri Lanka",79.951267289,7.001966103
Travel Agents,HORISON GETAWAYS (PVT)LTD,"NO:25,JASMINE GARDEN,NAWALA,RAJAGIRIYA",,Colombo,Colombo,Colombo Divisional Secretariat,"NO:25,JASMINE GARDEN,NAWALA,RAJAGIRIYA, Colombo, Sri Lanka",79.896217547,6.909504175
Travel Agents,MING HAN INTERNATIONAL TRAVEL AGENTS (PVT) LTD,"NO:20,DEANSTONE PLACE,COLOMBO 3",,Colombo,Colombo,Colombo Divisional Secretariat,"NO:20,DEANSTONE PLACE,COLOMBO 3, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,ZAHIYA TRAVELS AND TOURS,"NO:86,UNION PLACE,COLOMBO 2",,Colombo,Colombo,Colombo Divisional Secretariat,"NO:86,UNION PLACE,COLOMBO 2, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,MILANEE TRAVELS AND TOURS (PVT) LTD,"235/1,GALLE ROAD,DEHIWALA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"235/1,GALLE ROAD,DEHIWALA, Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,UPULS TRAVEL SERVICE,"NO. 292, 1ST FLOOR, GALLE ROAD, COLOMBO 04",,,,,,,
Travel Agents,MY VACATION INTERNATIONAL TRAVELS,"NO:374/4,GALLE ROAD,GORAKANA,KESELWATHTHA",,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,"NO:374/4,GALLE ROAD,GORAKANA,KESELWATHTHA, Kalutara, Sri Lanka",80.29806,6.25361
Travel Agents,AIMAN TRAVELS & TOURS,"NO:293/A-1/2,KADAWATHA ROAD,NEDIMALA,DEHIWALA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"NO:293/A-1/2,KADAWATHA ROAD,NEDIMALA,DEHIWALA, Colombo, Sri Lanka",79.880242,6.838232
Travel Agents,HOLIDAY PLAN DMC (PVT)LTD,"NO:175/14A,NAWALA ROAD,COLOMBO 5",,Colombo,Colombo,Colombo Divisional Secretariat,"NO:175/14A,NAWALA ROAD,COLOMBO 5, Colombo, Sri Lanka",79.887192082,6.886982359
Travel Agents,NORTH SOUTH CHINA TRAVEL CO (PTE) LTD,"F-140,1ST FLOOR,LIBERTY PLAZA,250 43/1,R.A DE MEL MW,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"F-140,1ST FLOOR,LIBERTY PLAZA,250 43/1,R.A DE MEL MW,COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AL FALAH TRAVELS & TOURS,"NO 501,2ND DIVISION,MARADANA,COLOMBO 10",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 501,2ND DIVISION,MARADANA,COLOMBO 10, Colombo, Sri Lanka",79.8640038818121,6.92647202862442
Travel Agents,RAMECA TRAVEL & LEISURE (PVT) LTD,"LEVEL 03,TISARA PLAZA,NO.135,DUTUGAMUNU STREET,KOHUWALA.",,Colombo,Colombo,Colombo Divisional Secretariat,"LEVEL 03,TISARA PLAZA,NO.135,DUTUGAMUNU STREET,KOHUWALA., Colombo, Sri Lanka",79.884735262,6.867054459
Travel Agents,GLOBAL TRAVELS AND TOURS,"225,SECOND CROSS STREET,COLOMBO 11",,Colombo,Colombo,Colombo Divisional Secretariat,"225,SECOND CROSS STREET,COLOMBO 11, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,DUMEE INTERNATIONAL (PVT) LTD,"NO:3,BEUCANAN STREET,COLOMBO 4",,Colombo,Colombo,Colombo Divisional Secretariat,"NO:3,BEUCANAN STREET,COLOMBO 4, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,AMEEN TRAVELS,"NO:133/17,D.B.WELAGEDARA MAWATHA,KURUNEGALA",,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,"NO:133/17,D.B.WELAGEDARA MAWATHA,KURUNEGALA, Kurunegala, Sri Lanka",80.366868,7.486218
Travel Agents,TRAVELMATE LANKA (PVT) LTD,"OCEANS 08,26/08,DE SERAM ROAD,MOUNT LAVINIA",,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,"OCEANS 08,26/08,DE SERAM ROAD,MOUNT LAVINIA, Colombo, Sri Lanka",79.866418,6.842919
Travel Agents,FAHAMAS TRAVELS,"NO.47,LUKMANJEE SQUARE,GRANDPASS ROAD,COLOMBO 14.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.47,LUKMANJEE SQUARE,GRANDPASS ROAD,COLOMBO 14., Colombo, Sri Lanka",79.88664818,6.947950172
Travel Agents,BLUE LOTUS,"WELIWALA WATTA,KOTUKOLINA,DODANDUWA",,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,"WELIWALA WATTA,KOTUKOLINA,DODANDUWA, Galle, Sri Lanka",80.126496088,6.10358938
Travel Agents,RASHADI TRAVELS,"NO 03,1 ST FLOOR,SALEEM COMPLEX,DAMBULLA ROAD,IBBAGAMUWA",,Kurunegala,Kurunegala,Ibbagamuwa Divisional Secretariat,"NO 03,1 ST FLOOR,SALEEM COMPLEX,DAMBULLA ROAD,IBBAGAMUWA, Kurunegala, Sri Lanka",80.25,7.75
Travel Agents,HOTEL ASHFORD SCHOOL AND TRAVEL AGENT (PVT) LTD,"NO 214,BANDARAGAMA ROAD,KESBEWA",,Colombo,Colombo,Kesbewa Divisional Secretariat,"NO 214,BANDARAGAMA ROAD,KESBEWA, Colombo, Sri Lanka",79.940788569,6.795683175
Travel Agents,AL-HAFIL TRAVEL AND TOURS(HAJ UMRA),"21/A/2,HASSAN MAWATHA,MAWANELLA",,Kegalle,Kegalle,Kegalle Divisional Secretariat,"21/A/2,HASSAN MAWATHA,MAWANELLA, Kegalle, Sri Lanka",80.387154,7.268821
Travel Agents,AL RIFA TRAVELS,"NO 87,MAIN STREET,MAWANELLA",,Kegalle,Kegalle,Mawanella Divisional Secretariat,"NO 87,MAIN STREET,MAWANELLA, Kegalle, Sri Lanka",80.387154,7.268821
Travel Agents,SADDLE TOURS INTERNATIONAL (PVT) LTD,"COLOMBO RD,581,3RD KURANA,NEGOMBO",,Gampaha,Negombo,Negombo Divisional Secretariat,"COLOMBO RD,581,3RD KURANA,NEGOMBO, Gampaha, Sri Lanka",79.843249,7.206416
Travel Agents,ABANS TOURS (PVT)LTD,"498, GALLE ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"498, GALLE ROAD, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,REEMA HAJ TRAVEL & TOURS,"MAIN STREET,KATTANKUDY 06",,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,"MAIN STREET,KATTANKUDY 06, Batticaloa, Sri Lanka",81.7289675306529,7.68048612057532
Travel Agents,THAMBAPANNI TREASURES (PVT) LTD,"306 1/1,GALLE ROAD,MT LAVINIA,SRI LANKA",,Colombo,Colombo,Colombo Divisional Secretariat,"306 1/1,GALLE ROAD,MT LAVINIA,SRI LANKA, Colombo, Sri Lanka",79.867435852,6.833082021
Travel Agents,GRAND HOLIDAYS,"NO:966/4 I,PANNIPITIYA ROAD,PELEWATTA,BATTARAMULLA",,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,"NO:966/4 I,PANNIPITIYA ROAD,PELEWATTA,BATTARAMULLA, Colombo, Sri Lanka",79.913892,6.897711
Travel Agents,AKIYO LANKA (PVT) LTD,"534,LIO ROAD,SINHARAMULLA,KELANIYA",,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,"534,LIO ROAD,SINHARAMULLA,KELANIYA, Gampaha, Sri Lanka",79.914926,6.951178
Travel Agents,BRITEWAY TRAVELS AND TOURS,"773/A,BASELINE ROAD,ORUGODAWATTA,COLOMBO 09",,Colombo,Colombo,Colombo Divisional Secretariat,"773/A,BASELINE ROAD,ORUGODAWATTA,COLOMBO 09, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,TRANSTOURS & TRAVELS,"NO:129/1,JAYANTHA WEERASEKARA MAWATHA,COLOMBO 10",,Colombo,Colombo,Colombo Divisional Secretariat,"NO:129/1,JAYANTHA WEERASEKARA MAWATHA,COLOMBO 10, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,LANKA COMMUNITY TRAVELS,"NO:230,AVISSAWELLA ROAD,KOTIKAWATTA,ANGODA",,Colombo,Colombo,Colombo Divisional Secretariat,"NO:230,AVISSAWELLA ROAD,KOTIKAWATTA,ANGODA, Colombo, Sri Lanka",79.953354,6.906147
Travel Agents,PARADISE TOURS AND LEISURE PRIVATE LIMITED,"L1 44 ,REALITY PLAZA,JA ELA",,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,"L1 44 ,REALITY PLAZA,JA ELA, Gampaha, Sri Lanka",80.0,7.13333
Travel Agents,FAIR TRAVELS,"215, 1ST FLOOR , GRANDPASS ROAD, COLOMBO -14",,Kandy,Kandy,Kandy Divisional Secretariat,"215, 1ST FLOOR , GRANDPASS ROAD, COLOMBO -14, Kandy, Sri Lanka",79.88664818,6.947950172
Travel Agents,AL BAYAN TRAVELS AND TOURS,"NO:198,MAIN STREET,ERAVUR",,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,"NO:198,MAIN STREET,ERAVUR, Batticaloa, Sri Lanka",81.33333,7.83333
Travel Agents,MUNA TRAVELS AND TOURS,"NO 53,1ST FLOOR,JAYANTHA WEERASEKARA MAWATTE,COLOMBO 10",,Anuradhapura,Colombo,Colombo Divisional Secretariat,"NO 53,1ST FLOOR,JAYANTHA WEERASEKARA MAWATTE,COLOMBO 10, Anuradhapura, Sri Lanka",80.01667,6.86667
Travel Agents,ACRUS TRAVEL & TOURS (PVT) LTD,"2/3,BUILDING NO:88,JUSICE AKBAR MAWATHA,COLOMBO 2",,Colombo,Colombo,Colombo Divisional Secretariat,"2/3,BUILDING NO:88,JUSICE AKBAR MAWATHA,COLOMBO 2, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,S LANKA 360 (PVT) LTD,"29 A,ST ANNES ROAD,WATTALA",,Colombo,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,"29 A,ST ANNES ROAD,WATTALA, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,K G N TRAVEL & TOURS,"NO 62 2/1, 03RD CROSS STREET,COLOMBO 11",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 62 2/1, 03RD CROSS STREET,COLOMBO 11, Colombo, Sri Lanka",80.01667,6.86667
Travel Agents,DELUXE VACATIONS (PVT) LTD,"NO. 45/B, PAGODA ROAD, NUGEGODA",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO. 45/B, PAGODA ROAD, NUGEGODA, Colombo, Sri Lanka",79.893438,6.877014
Travel Agents,PAN GLOBAL TRAVELS & TOURS (PVT)LTD,"NO:303,GALLE ROAD,COLOMBO 3",,Colombo,Colombo,Colombo Divisional Secretariat,"NO:303,GALLE ROAD,COLOMBO 3, Colombo, Sri Lanka",80.01667,6.86667
