Date,City,State,Dead,Injured,Total,Description
2020-02-20,Greensboro,North Carolina,0,4,4,Four men were sent to a hospital after police said there were wounded in a shooting in the street. No information about the whereabouts of the shooter were known.
2020-02-20,Orlando,Florida,4,0,4,A man killed his wife and two children before killing himself.
2020-02-19,Philadelphia,Pennsylvania,0,4,4,A shooting occurred in the North Side of the city where four people were injured. Two of the victims were listed in critical condition while the two others were listed in stable condition. A suspect was apprehended and arrested by law enforcement.
2020-02-17,Port Gibson,Mississippi,2,2,4,"Four students of Alcorn State University were involved in a shooting off campus, with two being killed and two others injured."
2020-02-16,Pensacola,Florida,1,4,5,One person was killed and four others were injured in a drive-by shooting. The injured victims were transported to the hospital and two of them were listed in serious condition.
2020-02-16,Midland,Texas,1,3,4,A shooting occurred at a bar where one victim was killed and three others were wounded.
2020-02-16,Hartford,Connecticut,1,4,5,One person was killed and four others were wounded in a shooting at a nightclub. The conditions of the injured are unknown.
2020-02-15,New Orleans,Louisiana,0,4,4,"Four people, two men and two women, were wounded in a shooting blocks away from the city's Mardi Gras Parade route."
2020-02-15,Memphis,Tennessee,0,7,7,Seven people were wounded when an unknown shooter opened fire at a street race after an argument escalated. All were brought to the hospital via private vehicles.
2020-02-14,Chicago,Illinois,0,6,6,Three adults and three children were wounded in a shooting at a gathering in an apartment complex in the South Side of the city.
2020-02-10,Dover,Delaware,1,4,5,One person was fatally shot and four others were wounded in a shooting. It was initially reported that three victims were injured but a fourth one was discovered later and refused medical treatment. The four victims suffered non life-threatening injuries.
2020-02-09,Youngstown,Ohio,3,2,5,"Three people were killed and two others were injured in a shooting at a club. The conditions of the injured are unknown. According to police, one of the victims was found dead inside a car. At least one suspect is in custody."
2020-02-09,San Antonio,Texas,0,4,4,A heated argument turned violent between a man and a woman in front of a house which led to a shooting. Four people were injured as a result of the shooting and were each transported to a hospital. Three of them were listed in serious condition while the fourth was in stable condition. Two of the injured were charged afterwards.
2020-02-08,Houston,Texas,1,3,4,A 29-year-old rap artist was killed and three others were wounded in a shooting in North Houston. The wounded victims' conditions are unknown. The suspects are gang members according to the chief of police.
2020-02-07,Waco,Texas,1,3,4,One man was killed and three others were wounded in a shooting outside and inside a home in Waco. Two of the victims were transported to a hospital by ambulance and were listed in critical condition. The third victim self applied to the hospital but his condition was unknown. Police believe that the motive behind the shooting is the sale of illicit drugs gone wrong.
2020-02-05,Indianapolis,Indiana,4,0,4,Four people were fatally shot on the Northeast section of the city. The victims are three males and one female and their ages are unknown yet. No suspects have been identified or arrested.
2020-02-03,Washington County,Maine,3,1,4,Three people were killed and another was injured in the towns of Machias and Jonesboro. A 63-year-old man has been charged with three counts of murder and one count of attempted murder in the case.
2020-02-03,Grapevine,California,1,5,6,"One person was killed and five others were injured from a shooting on a Greyhound bus heading from Los Angeles to San Francisco. The bus was traversing Tejon Pass on Interstate 5, near Lebec, California, and stopped in Grapevine after the shooting."
2020-02-01,Philadelphia,Mississippi,0,4,4,"Police responded to a street location where multiple shots were fired. They found four victims, aged 18–45 years old, with bullet wounds. Three of the victims were transported by helicopter to a hospital. It is unknown what their conditions are. Police are trying to locate any suspects in the shooting."
2020-02-01,Union Parish,Louisiana,4,0,4,A shooter shot and killed two members of a family and a friend of one of them inside a house. A third fled through a window uninjured and alerted the authorities. The shooter then committed suicide.
2020-01-31,Shreveport,Louisiana,0,4,4,"A shooting occurred at an apartment complex where four teens were injured. All four victims, aged 15–17 years old, suffered non-life-threatening injuries according to first responders."
2020-01-31,Delano,California,1,4,5,One person was killed and four others were injured in a shooting incident that occurred in several locations. One of the injured is in critical condition while the other three are expected to recover. The shooting happened during a memorial gathering for a victim who previously passed away due to a traffic accident.
2020-01-31,Boynton Beach,Florida,1,3,4,A shooting left one victim dead and the other three injured in the 200 block of Northeast First Court.
2020-01-30,Merced,California,0,4,4,Four teenagers were injured in a shooting on public streets. Three of the victims are listed in stable condition while the fourth is in critical condition. Police are interviewing witnesses for their investigation.
2020-01-27,Bridgeport,Connecticut,0,4,4,"Four men were wounded outside the Golden Hill Street Courthouse while sitting in a car, in a drive-by shooting by multiple shooters."
2020-01-26,Hartsville,South Carolina,3,6,9,Three people were fatally shot and four others were injured at a bar.
2020-01-26,Newburgh,New York,3,1,4,"Four family members were shot at a home. Three of the victims are dead and the fourth victim, a child, is wounded and is in serious condition. The suspect was apprehended and arrested by the police."
2020-01-26,Cape Girardeau,Missouri,0,5,5,Multiple shots were fired inside a business where five people were wounded in a shooting.
2020-01-26,Salisbury,North Carolina,0,6,6,"Six people were injured by a shooting shortly after midnight, at a local restaurant. An additional three others were treated for non-gunfire related injuries."
2020-01-24,Lisle,Illinois,2,2,4,A woman killed one person and injured two others before killing herself at a cigar lounge. The victims were Illinois State Troopers.
2020-01-24,Vanceboro,North Carolina,5,0,5,"A man shot and killed his wife and three children, aged between eight months and four years old, along with the family dog. He then killed himself."
2020-01-22,Seattle,Washington,1,7,8,"Eight people were shot, one fatally, outside a McDonald's on Pine Street in Downtown Seattle."
2020-01-19,San Antonio,Texas,2,5,7,Two people were killed and five others injured at a nightclub.
2020-01-19,Kansas City,Missouri,2,15,17,Two people  were killed and fifteen others were injured during a shooting at a nightclub.
2020-01-19,South Houston,Texas,2,2,4,Police discovered two people dead and two injured after responding to a shooting.
2020-01-19,Memphis,Tennessee,1,4,5,One person was killed and four others were injured during a shooting outside a nightclub.
2020-01-17,Grantsville,Utah,4,1,5,"Haynie family shooting: Four people were killed and one was injured after a teenager allegedly fired at his family at their house. He was charged with four counts of aggravated murder, one count of attempted aggravated murder and five counts of illegal discharge of a firearm."
2020-01-16,Chicago,Illinois,0,5,5,Three children between 11 and 16 years old were injured along with two adults after two perpetrators fired into a barber shop in the East Garfield Park neighborhood.
2020-01-15,Des Moines,Iowa,2,2,4,Two people were killed and two injured after a shooting in a home's detached garage.
2020-01-11,Aurora,Colorado,0,5,5,"Five people, including three teenagers, were wounded by a 16-year-old shooter at an apartment building."
2020-01-08,Bay Saint Louis,Mississippi,2,2,4,Two people were killed and two injured in a random ambush style shooting. The perpetrator was arrested after arriving at his mother's house covered in blood.
2020-01-05,Atlanta,Georgia,0,4,4,Four people were injured by a single person after an argument near a northwestern Atlanta nightclub early in the morning.
