"","Bat1","Runs","BF","SR","4s","6s","Opposition","Ground","Start Date","Match_ID","Batsman","Player_ID"
"791","45","45","39","115.38","8","0","v South Africa","North Sound","22 May 2010","ODI # 2979","Chris Gayle ",51880
"792","26","26","35","74.28","3","1","v South Africa","North Sound","24 May 2010","ODI # 2980","Chris Gayle ",51880
"793","16","16","20","80.00","1","1","v South Africa","Roseau","28 May 2010","ODI # 2982","Chris Gayle ",51880
"794","29","29","28","103.57","4","0","v South Africa","Roseau","30 May 2010","ODI # 2984","Chris Gayle ",51880
"795","12","12","19","63.15","1","0","v South Africa","Port of Spain","3 Jun 2010","ODI # 2987","Chris Gayle ",51880
"796","4","4","11","36.36","0","0","v Sri Lanka","Colombo (SSC)","31 Jan 2011","ODI # 3092","Chris Gayle ",51880
"797","28","28","30","93.33","4","1","v Sri Lanka","Colombo (SSC)","3 Feb 2011","ODI # 3096","Chris Gayle ",51880
"798","0","0","1","0.00","0","0","v Sri Lanka","Colombo (SSC)","6 Feb 2011","ODI # 3099","Chris Gayle ",51880
"799","2","2","3","66.66","0","0","v South Africa","Delhi","24 Feb 2011","ODI # 3106","Chris Gayle ",51880
"800","80","80","110","72.72","7","2","v Netherlands","Delhi","28 Feb 2011","ODI # 3112","Chris Gayle ",51880
"801","37*","37","36","102.77","6","0","v Bangladesh","Dhaka","4 Mar 2011","ODI # 3118","Chris Gayle ",51880
"802","43","43","21","204.76","8","1","v England","Chennai","17 Mar 2011","ODI # 3135","Chris Gayle ",51880
"803","8","8","9","88.88","2","0","v Pakistan","Dhaka","23 Mar 2011","ODI # 3142","Chris Gayle ",51880
"804","53","53","51","103.92","3","5","v England","The Oval","19 Jun 2012","ODI # 3278","Chris Gayle ",51880
"805","63*","63","57","110.52","4","5","v New Zealand","Kingston","5 Jul 2012","ODI # 3283","Chris Gayle ",51880
"806","125","125","107","116.82","8","9","v New Zealand","Kingston","7 Jul 2012","ODI # 3285","Chris Gayle ",51880
"807","11","11","22","50.00","2","0","v New Zealand","Basseterre","11 Jul 2012","ODI # 3288","Chris Gayle ",51880
"808","16","16","17","94.11","1","1","v New Zealand","Basseterre","14 Jul 2012","ODI # 3289","Chris Gayle ",51880
"809","5","5","12","41.66","1","0","v New Zealand","Basseterre","16 Jul 2012","ODI # 3290","Chris Gayle ",51880
"810","35","35","40","87.50","4","2","v Bangladesh","Khulna","30 Nov 2012","ODI # 3309","Chris Gayle ",51880
"811","15","15","22","68.18","2","1","v Bangladesh","Khulna","2 Dec 2012","ODI # 3310","Chris Gayle ",51880
"812","4","4","12","33.33","1","0","v Bangladesh","Dhaka","5 Dec 2012","ODI # 3311","Chris Gayle ",51880
"813","16","16","25","64.00","1","1","v Bangladesh","Dhaka","7 Dec 2012","ODI # 3312","Chris Gayle ",51880
"814","2","2","19","10.52","0","0","v Bangladesh","Dhaka","8 Dec 2012","ODI # 3313","Chris Gayle ",51880
"815","4","4","13","30.76","1","0","v Australia","Perth","1 Feb 2013","ODI # 3330","Chris Gayle ",51880
"816","4","4","7","57.14","0","0","v Australia","Perth","3 Feb 2013","ODI # 3331","Chris Gayle ",51880
"817","2","2","5","40.00","0","0","v Australia","Canberra","6 Feb 2013","ODI # 3332","Chris Gayle ",51880
"818","39","39","47","82.97","4","1","v Pakistan","The Oval","7 Jun 2013","ODI # 3364","Chris Gayle ",51880
"819","21","21","18","116.66","4","0","v India","The Oval","11 Jun 2013","ODI # 3368","Chris Gayle ",51880
"820","36","36","27","133.33","5","1","v South Africa","Cardiff","14 Jun 2013","ODI # 3371","Chris Gayle ",51880
"821","109","109","100","109.00","9","7","v Sri Lanka","Kingston","28 Jun 2013","ODI # 3378","Chris Gayle ",51880
"822","11","11","9","122.22","2","0","v India","Kingston","30 Jun 2013","ODI # 3380","Chris Gayle ",51880
"823","10","10","13","76.92","2","0","v India","Port of Spain","5 Jul 2013","ODI # 3383","Chris Gayle ",51880
"824","14","14","17","82.35","3","0","v Sri Lanka","Port of Spain","7 Jul 2013","ODI # 3385","Chris Gayle ",51880
"825","1","1","8","12.50","0","0","v Pakistan","Providence","14 Jul 2013","ODI # 3389","Chris Gayle ",51880
"826","1","1","5","20.00","0","0","v Pakistan","Providence","16 Jul 2013","ODI # 3390","Chris Gayle ",51880
"827","8","8","12","66.66","1","0","v Pakistan","Gros Islet","19 Jul 2013","ODI # 3391","Chris Gayle ",51880
"828","30","30","46","65.21","3","1","v Pakistan","Gros Islet","21 Jul 2013","ODI # 3393","Chris Gayle ",51880
"829","21","21","34","61.76","2","1","v Pakistan","Gros Islet","24 Jul 2013","ODI # 3396","Chris Gayle ",51880
"830","0","0","2","0.00","0","0","v India","Kochi","21 Nov 2013","ODI # 3436","Chris Gayle ",51880
"831","3","3","18","16.66","0","0","v Bangladesh","St George's","20 Aug 2014","ODI # 3509","Chris Gayle ",51880
"832","58","58","67","86.56","3","5","v Bangladesh","St George's","22 Aug 2014","ODI # 3511","Chris Gayle ",51880
"833","6","6","17","35.29","1","0","v Bangladesh","Basseterre","25 Aug 2014","ODI # 3514","Chris Gayle ",51880
"834","41","41","24","170.83","5","2","v South Africa","Durban","16 Jan 2015","ODI # 3579","Chris Gayle ",51880
"835","19","19","13","146.15","2","1","v South Africa","Johannesburg","18 Jan 2015","ODI # 3583","Chris Gayle ",51880
"836","1","1","5","20.00","0","0","v South Africa","East London","21 Jan 2015","ODI # 3587","Chris Gayle ",51880
"837","10","10","19","52.63","1","0","v South Africa","Port Elizabeth","25 Jan 2015","ODI # 3591","Chris Gayle ",51880
"838","0","0","1","0.00","0","0","v South Africa","Centurion","28 Jan 2015","ODI # 3593","Chris Gayle ",51880
"839","36","36","65","55.38","3","1","v Ireland","Nelson","16 Feb 2015","ODI # 3603","Chris Gayle ",51880
"840","4","4","14","28.57","0","0","v Pakistan","Christchurch","21 Feb 2015","ODI # 3608","Chris Gayle ",51880
"841","215","215","147","146.25","10","16","v Zimbabwe","Canberra","24 Feb 2015","ODI # 3612","Chris Gayle ",51880
"842","3","3","4","75.00","0","0","v South Africa","Sydney","27 Feb 2015","ODI # 3616","Chris Gayle ",51880
"843","21","21","27","77.77","2","1","v India","Perth","6 Mar 2015","ODI # 3625","Chris Gayle ",51880
"844","61","61","33","184.84","2","8","v New Zealand","Wellington","21 Mar 2015","ODI # 3643","Chris Gayle ",51880
"845","37","37","27","137.03","2","3","v England","Manchester","19 Sep 2017","ODI # 3911","Chris Gayle ",51880
"846","94","94","78","120.51","9","6","v England","Bristol","24 Sep 2017","ODI # 3915","Chris Gayle ",51880
"847","2","2","4","50.00","0","0","v England","The Oval","27 Sep 2017","ODI # 3916","Chris Gayle ",51880
"848","40","40","29","137.93","1","5","v England","Southampton","29 Sep 2017","ODI # 3918","Chris Gayle ",51880
"849","22","22","31","70.96","3","1","v New Zealand","Whangarei","20 Dec 2017","ODI # 3943","Chris Gayle ",51880
"850","4","4","6","66.66","1","0","v New Zealand","Christchurch","26 Dec 2017","ODI # 3945","Chris Gayle ",51880
"851","123","123","91","135.16","7","11","v U.A.E.","Harare","6 Mar 2018","ODI # 3987","Chris Gayle ",51880
"852","14","14","28","50.00","1","1","v Ireland","Harare","10 Mar 2018","ODI # 3993","Chris Gayle ",51880
"853","1","1","9","11.11","0","0","v Afghanistan","Harare","15 Mar 2018","ODI # 3997","Chris Gayle ",51880
"854","17","17","13","130.76","0","2","v Zimbabwe","Harare","19 Mar 2018","ODI # 4002","Chris Gayle ",51880
"855","0","0","1","0.00","0","0","v Scotland","Harare","21 Mar 2018","ODI # 4004","Chris Gayle ",51880
"856","10","10","18","55.55","1","0","v Afghanistan","Harare","25 Mar 2018","ODI # 4007","Chris Gayle ",51880
"857","40","40","60","66.66","1","2","v Bangladesh","Providence","22 Jul 2018","ODI # 4022","Chris Gayle ",51880
"858","29","29","38","76.31","3","1","v Bangladesh","Providence","25 Jul 2018","ODI # 4023","Chris Gayle ",51880
"859","73","73","66","110.60","6","5","v Bangladesh","Basseterre","28 Jul 2018","ODI # 4024","Chris Gayle ",51880
"860","135","135","129","104.65","3","12","v England","Bridgetown","20 Feb 2019","ODI # 4096","Chris Gayle ",51880
"861","50","50","63","79.36","1","4","v England","Bridgetown","22 Feb 2019","ODI # 4097","Chris Gayle ",51880
"862","TDNB","-","-","-","-","-","v England","St George's","25 Feb 2019","ODI # 4098","Chris Gayle ",51880
"863","162","162","97","167.01","11","14","v England","St George's","27 Feb 2019","ODI # 4099","Chris Gayle ",51880
"864","77","77","27","285.18","5","9","v England","Gros Islet","2 Mar 2019","ODI # 4103","Chris Gayle ",51880
"865","7","7","19","36.84","0","0","v Australia","Perth","1 Feb 2013","ODI # 3330","Jason Holder ",391485
"866","9","9","28","32.14","1","0","v Australia","Perth","3 Feb 2013","ODI # 3331","Jason Holder ",391485
"867","0","0","1","0.00","0","0","v Sri Lanka","Port of Spain","7 Jul 2013","ODI # 3385","Jason Holder ",391485
"868","0","0","4","0.00","0","0","v Pakistan","Providence","14 Jul 2013","ODI # 3389","Jason Holder ",391485
"869","DNB","-","-","-","-","-","v Pakistan","Providence","16 Jul 2013","ODI # 3390","Jason Holder ",391485
"870","19*","19","9","211.11","1","1","v Pakistan","Gros Islet","19 Jul 2013","ODI # 3391","Jason Holder ",391485
"871","DNB","-","-","-","-","-","v Pakistan","Gros Islet","21 Jul 2013","ODI # 3393","Jason Holder ",391485
"872","DNB","-","-","-","-","-","v Pakistan","Gros Islet","24 Jul 2013","ODI # 3396","Jason Holder ",391485
"873","16*","16","27","59.25","2","0","v India","Kochi","21 Nov 2013","ODI # 3436","Jason Holder ",391485
"874","7","7","5","140.00","1","0","v India","Visakhapatnam","24 Nov 2013","ODI # 3437","Jason Holder ",391485
"875","DNB","-","-","-","-","-","v India","Kanpur","27 Nov 2013","ODI # 3439","Jason Holder ",391485
"876","10","10","9","111.11","1","0","v New Zealand","Auckland","26 Dec 2013","ODI # 3449","Jason Holder ",391485
"877","DNB","-","-","-","-","-","v New Zealand","Queenstown","1 Jan 2014","ODI # 3451","Jason Holder ",391485
"878","DNB","-","-","-","-","-","v New Zealand","Nelson","4 Jan 2014","ODI # 3452","Jason Holder ",391485
"879","DNB","-","-","-","-","-","v New Zealand","Hamilton","8 Jan 2014","ODI # 3453","Jason Holder ",391485
"880","DNB","-","-","-","-","-","v Ireland","Kingston","23 Feb 2014","ODI # 3472","Jason Holder ",391485
"881","DNB","-","-","-","-","-","v England","North Sound","28 Feb 2014","ODI # 3477","Jason Holder ",391485
"882","22*","22","15","146.66","3","0","v Bangladesh","St George's","20 Aug 2014","ODI # 3509","Jason Holder ",391485
"883","8*","8","4","200.00","0","1","v Bangladesh","St George's","22 Aug 2014","ODI # 3511","Jason Holder ",391485
"884","0","0","1","0.00","0","0","v Bangladesh","Basseterre","25 Aug 2014","ODI # 3514","Jason Holder ",391485
"885","11","11","8","137.50","1","0","v India","Dharamsala","17 Oct 2014","ODI # 3535","Jason Holder ",391485
"886","2","2","6","33.33","0","0","v South Africa","Durban","16 Jan 2015","ODI # 3579","Jason Holder ",391485
"887","21*","21","25","84.00","2","0","v South Africa","Johannesburg","18 Jan 2015","ODI # 3583","Jason Holder ",391485
"888","17*","17","24","70.83","2","0","v South Africa","East London","21 Jan 2015","ODI # 3587","Jason Holder ",391485
"889","13","13","12","108.33","2","0","v South Africa","Port Elizabeth","25 Jan 2015","ODI # 3591","Jason Holder ",391485
"890","0","0","3","0.00","0","0","v South Africa","Centurion","28 Jan 2015","ODI # 3593","Jason Holder ",391485
"891","0*","0","0","-","0","0","v Ireland","Nelson","16 Feb 2015","ODI # 3603","Jason Holder ",391485
"892","DNB","-","-","-","-","-","v Pakistan","Christchurch","21 Feb 2015","ODI # 3608","Jason Holder ",391485
"893","DNB","-","-","-","-","-","v Zimbabwe","Canberra","24 Feb 2015","ODI # 3612","Jason Holder ",391485
"894","56","56","48","116.66","3","4","v South Africa","Sydney","27 Feb 2015","ODI # 3616","Jason Holder ",391485
"895","57","57","64","89.06","4","3","v India","Perth","6 Mar 2015","ODI # 3625","Jason Holder ",391485
"896","DNB","-","-","-","-","-","v U.A.E.","Napier","15 Mar 2015","ODI # 3638","Jason Holder ",391485
"897","42","42","26","161.53","5","2","v New Zealand","Wellington","21 Mar 2015","ODI # 3643","Jason Holder ",391485
"898","36","36","13","276.92","2","3","v Sri Lanka","Colombo (RPS)","1 Nov 2015","ODI # 3701","Jason Holder ",391485
"899","19","19","19","100.00","3","0","v Sri Lanka","Pallekele","7 Nov 2015","ODI # 3704","Jason Holder ",391485
"900","10*","10","21","47.61","1","0","v South Africa","Providence","3 Jun 2016","ODI # 3739","Jason Holder ",391485
"901","1","1","6","16.66","0","0","v Australia","Providence","5 Jun 2016","ODI # 3740","Jason Holder ",391485
"902","0","0","2","0.00","0","0","v Australia","Basseterre","13 Jun 2016","ODI # 3745","Jason Holder ",391485
"903","19","19","31","61.29","1","0","v South Africa","Basseterre","15 Jun 2016","ODI # 3747","Jason Holder ",391485
"904","1","1","2","50.00","0","0","v Australia","Bridgetown","21 Jun 2016","ODI # 3752","Jason Holder ",391485
"905","40","40","46","86.95","3","2","v South Africa","Bridgetown","24 Jun 2016","ODI # 3754","Jason Holder ",391485
"906","34","34","37","91.89","3","1","v Australia","Bridgetown","26 Jun 2016","ODI # 3756","Jason Holder ",391485
"907","1","1","5","20.00","0","0","v Pakistan","Sharjah","30 Sep 2016","ODI # 3784","Jason Holder ",391485
"908","31*","31","26","119.23","4","0","v Pakistan","Sharjah","2 Oct 2016","ODI # 3788","Jason Holder ",391485
"909","26","26","25","104.00","1","1","v Pakistan","Abu Dhabi","5 Oct 2016","ODI # 3789","Jason Holder ",391485
"910","2","2","3","66.66","0","0","v Sri Lanka","Harare","16 Nov 2016","ODI # 3805","Jason Holder ",391485
"911","4*","4","8","50.00","0","0","v Zimbabwe","Bulawayo","19 Nov 2016","ODI # 3806","Jason Holder ",391485
"912","45*","45","46","97.82","1","1","v Sri Lanka","Bulawayo","23 Nov 2016","ODI # 3808","Jason Holder ",391485
"913","22*","22","17","129.41","3","1","v Zimbabwe","Bulawayo","25 Nov 2016","ODI # 3809","Jason Holder ",391485
"914","4","4","7","57.14","0","0","v England","North Sound","3 Mar 2017","ODI # 3845","Jason Holder ",391485
"915","15","15","22","68.18","0","0","v England","North Sound","5 Mar 2017","ODI # 3848","Jason Holder ",391485
"916","0","0","1","0.00","0","0","v England","Bridgetown","9 Mar 2017","ODI # 3849","Jason Holder ",391485
"917","11","11","8","137.50","0","1","v Pakistan","Providence","7 Apr 2017","ODI # 3861","Jason Holder ",391485
"918","68","68","87","78.16","6","1","v Pakistan","Providence","9 Apr 2017","ODI # 3862","Jason Holder ",391485
"919","12","12","15","80.00","0","1","v Pakistan","Providence","11 Apr 2017","ODI # 3863","Jason Holder ",391485
"920","0","0","1","0.00","0","0","v Afghanistan","Gros Islet","9 Jun 2017","ODI # 3884","Jason Holder ",391485
"921","11*","11","10","110.00","1","0","v Afghanistan","Gros Islet","11 Jun 2017","ODI # 3887","Jason Holder ",391485
"922","TDNB","-","-","-","-","-","v Afghanistan","Gros Islet","14 Jun 2017","ODI # 3890","Jason Holder ",391485
"923","TDNB","-","-","-","-","-","v India","Port of Spain","23 Jun 2017","ODI # 3895","Jason Holder ",391485
"924","29","29","29","100.00","1","1","v India","Port of Spain","25 Jun 2017","ODI # 3896","Jason Holder ",391485
"925","6","6","9","66.66","0","0","v India","North Sound","30 Jun 2017","ODI # 3898","Jason Holder ",391485
"926","11","11","10","110.00","1","0","v India","North Sound","2 Jul 2017","ODI # 3900","Jason Holder ",391485
"927","36","36","34","105.88","4","1","v India","Kingston","6 Jul 2017","ODI # 3902","Jason Holder ",391485
"928","41*","41","33","124.24","5","0","v England","Manchester","19 Sep 2017","ODI # 3911","Jason Holder ",391485
"929","TDNB","-","-","-","-","-","v England","Nottingham","21 Sep 2017","ODI # 3913","Jason Holder ",391485
"930","34","34","26","130.76","1","3","v England","Bristol","24 Sep 2017","ODI # 3915","Jason Holder ",391485
"931","77","77","62","124.19","4","4","v England","The Oval","27 Sep 2017","ODI # 3916","Jason Holder ",391485
"932","8","8","14","57.14","0","0","v New Zealand","Whangarei","20 Dec 2017","ODI # 3943","Jason Holder ",391485
"933","13","13","23","56.52","0","0","v New Zealand","Christchurch","23 Dec 2017","ODI # 3944","Jason Holder ",391485
"934","34","34","21","161.90","3","1","v New Zealand","Christchurch","26 Dec 2017","ODI # 3945","Jason Holder ",391485
"935","12*","12","6","200.00","0","1","v U.A.E.","Harare","6 Mar 2018","ODI # 3987","Jason Holder ",391485
"936","99*","99","101","98.01","9","4","v P.N.G.","Harare","8 Mar 2018","ODI # 3991","Jason Holder ",391485
"937","54","54","71","76.05","3","1","v Ireland","Harare","10 Mar 2018","ODI # 3993","Jason Holder ",391485
"938","28","28","26","107.69","2","1","v Afghanistan","Harare","15 Mar 2018","ODI # 3997","Jason Holder ",391485
"939","6","6","2","300.00","0","1","v Zimbabwe","Harare","19 Mar 2018","ODI # 4002","Jason Holder ",391485
"940","12","12","18","66.66","0","0","v Scotland","Harare","21 Mar 2018","ODI # 4004","Jason Holder ",391485
"941","0","0","0","-","0","0","v Afghanistan","Harare","25 Mar 2018","ODI # 4007","Jason Holder ",391485
"942","17","17","18","94.44","0","1","v Bangladesh","Providence","22 Jul 2018","ODI # 4022","Jason Holder ",391485
"943","7","7","5","140.00","0","1","v Bangladesh","Providence","25 Jul 2018","ODI # 4023","Jason Holder ",391485
"944","9","9","10","90.00","0","0","v Bangladesh","Basseterre","28 Jul 2018","ODI # 4024","Jason Holder ",391485
"945","38","38","42","90.47","5","0","v India","Guwahati","21 Oct 2018","ODI # 4056","Jason Holder ",391485
"946","12","12","23","52.17","0","0","v India","Visakhapatnam","24 Oct 2018","ODI # 4059","Jason Holder ",391485
"947","32","32","39","82.05","2","1","v India","Pune","27 Oct 2018","ODI # 4062","Jason Holder ",391485
"948","54*","54","70","77.14","1","2","v India","Mumbai (BS)","29 Oct 2018","ODI # 4063","Jason Holder ",391485
"949","25","25","33","75.75","2","0","v India","Thiruvananthapuram","1 Nov 2018","ODI # 4064","Jason Holder ",391485
"950","16","16","12","133.33","2","0","v England","Bridgetown","20 Feb 2019","ODI # 4096","Jason Holder ",391485
"951","3","3","6","50.00","0","0","v England","Bridgetown","22 Feb 2019","ODI # 4097","Jason Holder ",391485
"952","TDNB","-","-","-","-","-","v England","St George's","25 Feb 2019","ODI # 4098","Jason Holder ",391485
"953","29","29","35","82.85","3","0","v England","St George's","27 Feb 2019","ODI # 4099","Jason Holder ",391485
"954","DNB","-","-","-","-","-","v England","Gros Islet","2 Mar 2019","ODI # 4103","Jason Holder ",391485
