"","Overs","Mdns","Runs","Wkts","Econ","Ave","SR","Opposition","Ground","Start Date","Match_ID","Bowler","Player_ID"
"1332","7.0","1","32","0","4.57","-","-","v Pakistan","Abu Dhabi","23 Nov 2011","ODI # 3216","Thisara Perera",233514
"1333","4.0","0","34","2","8.50","17.00","12.0","v South Africa","Kimberley","20 Jan 2012","ODI # 3228","Thisara Perera",233514
"1334","7.0","0","64","0","9.14","-","-","v South Africa","Johannesburg","22 Jan 2012","ODI # 3229","Thisara Perera",233514
"1335","5.0","0","37","1","7.40","37.00","30.0","v India","Perth","8 Feb 2012","ODI # 3233","Thisara Perera",233514
"1336","9.0","0","45","2","5.00","22.50","27.0","v India","Adelaide","14 Feb 2012","ODI # 3239","Thisara Perera",233514
"1337","7.0","1","29","2","4.14","14.50","21.0","v Australia","Sydney","17 Feb 2012","ODI # 3241","Thisara Perera",233514
"1338","7.1","0","37","4","5.16","9.25","10.7","v India","Brisbane","21 Feb 2012","ODI # 3246","Thisara Perera",233514
"1339","4.0","0","35","0","8.75","-","-","v Australia","Hobart","24 Feb 2012","ODI # 3248","Thisara Perera",233514
"1340","7.0","0","59","0","8.42","-","-","v India","Hobart","28 Feb 2012","ODI # 3251","Thisara Perera",233514
"1341","0.5","0","8","0","9.60","-","-","v Australia","Melbourne","2 Mar 2012","ODI # 3253","Thisara Perera",233514
"1342","6.1","0","31","0","5.02","-","-","v Pakistan","Pallekele","7 Jun 2012","ODI # 3272","Thisara Perera",233514
"1343","10.0","0","44","6","4.40","7.33","10.0","v Pakistan","Pallekele","9 Jun 2012","ODI # 3273","Thisara Perera",233514
"1344","-","-","-","-","-","-","-","v Pakistan","Colombo (RPS)","13 Jun 2012","ODI # 3274","Thisara Perera",233514
"1345","10.0","1","42","4","4.20","10.50","15.0","v Pakistan","Colombo (RPS)","16 Jun 2012","ODI # 3275","Thisara Perera",233514
"1346","8.0","0","54","1","6.75","54.00","48.0","v Pakistan","Colombo (RPS)","18 Jun 2012","ODI # 3277","Thisara Perera",233514
"1347","10.0","0","70","3","7.00","23.33","20.0","v India","Hambantota","21 Jul 2012","ODI # 3291","Thisara Perera",233514
"1348","8.0","3","19","3","2.37","6.33","16.0","v India","Hambantota","24 Jul 2012","ODI # 3292","Thisara Perera",233514
"1349","9.0","0","57","1","6.33","57.00","54.0","v India","Colombo (RPS)","28 Jul 2012","ODI # 3293","Thisara Perera",233514
"1350","6.0","0","51","0","8.50","-","-","v India","Colombo (RPS)","31 Jul 2012","ODI # 3294","Thisara Perera",233514
"1351","10.0","0","53","1","5.30","53.00","60.0","v India","Pallekele","4 Aug 2012","ODI # 3295","Thisara Perera",233514
"1352","7.0","0","52","1","7.42","52.00","42.0","v New Zealand","Pallekele","4 Nov 2012","ODI # 3305","Thisara Perera",233514
"1353","4.0","0","22","0","5.50","-","-","v New Zealand","Pallekele","6 Nov 2012","ODI # 3306","Thisara Perera",233514
"1354","5.0","0","16","1","3.20","16.00","30.0","v New Zealand","Hambantota","10 Nov 2012","ODI # 3307","Thisara Perera",233514
"1355","-","-","-","-","-","-","-","v New Zealand","Hambantota","12 Nov 2012","ODI # 3308","Thisara Perera",233514
"1356","4.0","0","28","0","7.00","-","-","v Australia","Melbourne","11 Jan 2013","ODI # 3317","Thisara Perera",233514
"1357","9.0","0","40","2","4.44","20.00","27.0","v Australia","Adelaide","13 Jan 2013","ODI # 3319","Thisara Perera",233514
"1358","3.0","0","14","0","4.66","-","-","v Australia","Brisbane","18 Jan 2013","ODI # 3321","Thisara Perera",233514
"1359","10.0","0","64","2","6.40","32.00","30.0","v Australia","Sydney","20 Jan 2013","ODI # 3324","Thisara Perera",233514
"1360","6.0","0","39","1","6.50","39.00","36.0","v Australia","Hobart","23 Jan 2013","ODI # 3326","Thisara Perera",233514
"1361","8.0","0","45","1","5.62","45.00","48.0","v Bangladesh","Hambantota","23 Mar 2013","ODI # 3349","Thisara Perera",233514
"1362","-","-","-","-","-","-","-","v Bangladesh","Hambantota","25 Mar 2013","ODI # 3351","Thisara Perera",233514
"1363","5.0","0","44","0","8.80","-","-","v Bangladesh","Pallekele","28 Mar 2013","ODI # 3352","Thisara Perera",233514
"1364","2.0","0","4","0","2.00","-","-","v New Zealand","Cardiff","9 Jun 2013","ODI # 3366","Thisara Perera",233514
"1365","6.0","0","25","0","4.16","-","-","v India","Cardiff","20 Jun 2013","ODI # 3376","Thisara Perera",233514
"1366","7.0","0","31","3","4.42","10.33","14.0","v South Africa","Colombo (RPS)","20 Jul 2013","ODI # 3392","Thisara Perera",233514
"1367","4.0","0","23","1","5.75","23.00","24.0","v South Africa","Colombo (RPS)","23 Jul 2013","ODI # 3394","Thisara Perera",233514
"1368","8.0","0","51","2","6.37","25.50","24.0","v South Africa","Pallekele","26 Jul 2013","ODI # 3398","Thisara Perera",233514
"1369","3.0","0","22","0","7.33","-","-","v South Africa","Pallekele","28 Jul 2013","ODI # 3400","Thisara Perera",233514
"1370","5.0","1","17","1","3.40","17.00","30.0","v South Africa","Colombo (RPS)","31 Jul 2013","ODI # 3401","Thisara Perera",233514
"1371","-","-","-","-","-","-","-","v New Zealand","Dambulla","16 Nov 2013","ODI # 3435","Thisara Perera",233514
"1372","6.0","0","53","1","8.83","53.00","36.0","v Pakistan","Sharjah","18 Dec 2013","ODI # 3445","Thisara Perera",233514
"1373","2.4","0","19","0","7.12","-","-","v Pakistan","Dubai (DSC)","20 Dec 2013","ODI # 3446","Thisara Perera",233514
"1374","8.0","0","58","2","7.25","29.00","24.0","v Pakistan","Sharjah","22 Dec 2013","ODI # 3447","Thisara Perera",233514
"1375","9.0","1","35","1","3.88","35.00","54.0","v Bangladesh","Dhaka","17 Feb 2014","ODI # 3469","Thisara Perera",233514
"1376","6.0","0","40","2","6.66","20.00","18.0","v Bangladesh","Dhaka","20 Feb 2014","ODI # 3470","Thisara Perera",233514
"1377","9.0","0","39","1","4.33","39.00","54.0","v Bangladesh","Dhaka","22 Feb 2014","ODI # 3471","Thisara Perera",233514
"1378","6.0","0","36","0","6.00","-","-","v Pakistan","Fatullah","25 Feb 2014","ODI # 3473","Thisara Perera",233514
"1379","6.4","0","40","0","6.00","-","-","v India","Fatullah","28 Feb 2014","ODI # 3476","Thisara Perera",233514
"1380","10.0","2","29","3","2.90","9.66","20.0","v Afghanistan","Dhaka","3 Mar 2014","ODI # 3481","Thisara Perera",233514
"1381","8.0","0","29","2","3.62","14.50","24.0","v Bangladesh","Dhaka","6 Mar 2014","ODI # 3485","Thisara Perera",233514
"1382","10.0","1","66","0","6.60","-","-","v Pakistan","Dhaka","8 Mar 2014","ODI # 3486","Thisara Perera",233514
"1383","3.0","0","25","0","8.33","-","-","v England","The Oval","22 May 2014","ODI # 3492","Thisara Perera",233514
"1384","7.0","0","43","2","6.14","21.50","21.0","v Pakistan","Hambantota","23 Aug 2014","ODI # 3512","Thisara Perera",233514
"1385","3.0","0","19","3","6.33","6.33","6.0","v Pakistan","Hambantota","26 Aug 2014","ODI # 3515","Thisara Perera",233514
"1386","8.0","1","34","4","4.25","8.50","12.0","v Pakistan","Dambulla","30 Aug 2014","ODI # 3519","Thisara Perera",233514
"1387","7.0","0","51","0","7.28","-","-","v India","Cuttack","2 Nov 2014","ODI # 3539","Thisara Perera",233514
"1388","4.0","0","35","0","8.75","-","-","v India","Ahmedabad","6 Nov 2014","ODI # 3540","Thisara Perera",233514
"1389","7.0","0","33","1","4.71","33.00","42.0","v India","Hyderabad (Deccan)","9 Nov 2014","ODI # 3543","Thisara Perera",233514
"1390","5.0","0","43","0","8.60","-","-","v India","Kolkata","13 Nov 2014","ODI # 3544","Thisara Perera",233514
"1391","3.0","0","20","0","6.66","-","-","v India","Ranchi","16 Nov 2014","ODI # 3547","Thisara Perera",233514
"1392","9.1","1","44","3","4.80","14.66","18.3","v England","Colombo (RPS)","26 Nov 2014","ODI # 3554","Thisara Perera",233514
"1393","3.0","0","16","1","5.33","16.00","18.0","v England","Colombo (RPS)","29 Nov 2014","ODI # 3557","Thisara Perera",233514
"1394","3.0","0","18","0","6.00","-","-","v England","Hambantota","3 Dec 2014","ODI # 3561","Thisara Perera",233514
"1395","2.0","0","19","0","9.50","-","-","v England","Colombo (RPS)","7 Dec 2014","ODI # 3563","Thisara Perera",233514
"1396","6.0","0","26","1","4.33","26.00","36.0","v England","Pallekele","10 Dec 2014","ODI # 3565","Thisara Perera",233514
"1397","3.0","0","21","0","7.00","-","-","v England","Pallekele","13 Dec 2014","ODI # 3567","Thisara Perera",233514
"1398","3.0","0","22","0","7.33","-","-","v England","Colombo (RPS)","16 Dec 2014","ODI # 3569","Thisara Perera",233514
"1399","7.0","0","29","0","4.14","-","-","v New Zealand","Christchurch","11 Jan 2015","ODI # 3574","Thisara Perera",233514
"1400","4.0","0","41","0","10.25","-","-","v New Zealand","Hamilton","15 Jan 2015","ODI # 3577","Thisara Perera",233514
"1401","3.0","0","24","0","8.00","-","-","v New Zealand","Auckland","17 Jan 2015","ODI # 3580","Thisara Perera",233514
"1402","8.0","0","58","1","7.25","58.00","48.0","v New Zealand","Nelson","20 Jan 2015","ODI # 3585","Thisara Perera",233514
"1403","10.0","0","49","1","4.90","49.00","60.0","v New Zealand","Dunedin","23 Jan 2015","ODI # 3588","Thisara Perera",233514
"1404","10.0","0","86","1","8.60","86.00","60.0","v New Zealand","Dunedin","25 Jan 2015","ODI # 3590","Thisara Perera",233514
"1405","5.0","0","42","1","8.40","42.00","30.0","v New Zealand","Wellington","29 Jan 2015","ODI # 3594","Thisara Perera",233514
"1406","10.0","0","54","1","5.40","54.00","60.0","v Afghanistan","Dunedin","22 Feb 2015","ODI # 3609","Thisara Perera",233514
"1407","6.2","0","33","1","5.21","33.00","38.0","v Bangladesh","Melbourne","26 Feb 2015","ODI # 3615","Thisara Perera",233514
"1408","8.1","0","55","1","6.73","55.00","49.0","v England","Wellington","1 Mar 2015","ODI # 3619","Thisara Perera",233514
"1409","9.0","0","87","2","9.66","43.50","27.0","v Australia","Sydney","8 Mar 2015","ODI # 3629","Thisara Perera",233514
"1410","7.0","0","41","1","5.85","41.00","42.0","v Scotland","Hobart","11 Mar 2015","ODI # 3632","Thisara Perera",233514
"1411","1.0","0","10","0","10.00","-","-","v South Africa","Sydney","18 Mar 2015","ODI # 3640","Thisara Perera",233514
"1412","8.0","0","32","1","4.00","32.00","48.0","v Pakistan","Dambulla","11 Jul 2015","ODI # 3664","Thisara Perera",233514
"1413","2.0","0","15","0","7.50","-","-","v Pakistan","Pallekele","15 Jul 2015","ODI # 3669","Thisara Perera",233514
"1414","10.0","0","63","0","6.30","-","-","v Pakistan","Colombo (RPS)","19 Jul 2015","ODI # 3670","Thisara Perera",233514
"1415","8.0","0","38","2","4.75","19.00","24.0","v Pakistan","Hambantota","26 Jul 2015","ODI # 3672","Thisara Perera",233514
"1416","2.0","0","13","1","6.50","13.00","12.0","v New Zealand","Nelson","2 Jan 2016","ODI # 3718","Thisara Perera",233514
"1417","6.0","0","45","0","7.50","-","-","v New Zealand","Mount Maunganui","5 Jan 2016","ODI # 3721","Thisara Perera",233514
"1418","5.0","1","25","1","5.00","25.00","30.0","v Australia","Colombo (RPS)","21 Aug 2016","ODI # 3768","Thisara Perera",233514
"1419","5.0","0","33","3","6.60","11.00","10.0","v Australia","Colombo (RPS)","24 Aug 2016","ODI # 3769","Thisara Perera",233514
"1420","2.0","0","18","0","9.00","-","-","v Australia","Dambulla","28 Aug 2016","ODI # 3772","Thisara Perera",233514
"1421","3.0","1","24","0","8.00","-","-","v Australia","Dambulla","31 Aug 2016","ODI # 3774","Thisara Perera",233514
"1422","8.0","0","63","0","7.87","-","-","v Bangladesh","Dambulla","25 Mar 2017","ODI # 3855","Thisara Perera",233514
"1423","-","-","-","-","-","-","-","v Bangladesh","Dambulla","28 Mar 2017","ODI # 3856","Thisara Perera",233514
"1424","2.0","0","14","0","7.00","-","-","v Bangladesh","Colombo (SSC)","1 Apr 2017","ODI # 3858","Thisara Perera",233514
"1425","9.0","0","54","1","6.00","54.00","54.0","v India","The Oval","8 Jun 2017","ODI # 3882","Thisara Perera",233514
"1426","8.0","0","43","1","5.37","43.00","48.0","v Pakistan","Cardiff","12 Jun 2017","ODI # 3888","Thisara Perera",233514
"1427","2.0","0","18","0","9.00","-","-","v India","Dambulla","20 Aug 2017","ODI # 3905","Thisara Perera",233514
"1428","8.0","0","68","1","8.50","68.00","48.0","v Pakistan","Dubai (DSC)","13 Oct 2017","ODI # 3922","Thisara Perera",233514
"1429","10.0","0","34","2","3.40","17.00","30.0","v Pakistan","Abu Dhabi","16 Oct 2017","ODI # 3924","Thisara Perera",233514
"1430","4.0","0","22","1","5.50","22.00","24.0","v Pakistan","Abu Dhabi","18 Oct 2017","ODI # 3926","Thisara Perera",233514
"1431","4.0","0","16","0","4.00","-","-","v Pakistan","Sharjah","20 Oct 2017","ODI # 3927","Thisara Perera",233514
"1432","2.0","0","18","0","9.00","-","-","v Pakistan","Sharjah","23 Oct 2017","ODI # 3930","Thisara Perera",233514
"1433","4.2","0","29","1","6.69","29.00","26.0","v India","Dharamsala","10 Dec 2017","ODI # 3939","Thisara Perera",233514
"1434","8.0","0","80","3","10.00","26.66","16.0","v India","Mohali","13 Dec 2017","ODI # 3941","Thisara Perera",233514
"1435","5.0","0","25","1","5.00","25.00","30.0","v India","Visakhapatnam","17 Dec 2017","ODI # 3942","Thisara Perera",233514
"1436","10.0","0","43","2","4.30","21.50","30.0","v Zimbabwe","Dhaka","17 Jan 2018","ODI # 3955","Thisara Perera",233514
"1437","9.0","0","60","3","6.66","20.00","18.0","v Bangladesh","Dhaka","19 Jan 2018","ODI # 3959","Thisara Perera",233514
"1438","8.0","0","33","4","4.12","8.25","12.0","v Zimbabwe","Dhaka","21 Jan 2018","ODI # 3962","Thisara Perera",233514
"1439","6.0","0","27","2","4.50","13.50","18.0","v Bangladesh","Dhaka","25 Jan 2018","ODI # 3965","Thisara Perera",233514
"1440","7.0","0","31","0","4.42","-","-","v Bangladesh","Dhaka","27 Jan 2018","ODI # 3967","Thisara Perera",233514
"1441","-","-","-","-","-","-","-","v South Africa","Dambulla","29 Jul 2018","ODI # 4025","Thisara Perera",233514
"1442","7.0","0","34","1","4.85","34.00","42.0","v South Africa","Dambulla","1 Aug 2018","ODI # 4027","Thisara Perera",233514
"1443","10.0","0","75","4","7.50","18.75","15.0","v South Africa","Pallekele","5 Aug 2018","ODI # 4029","Thisara Perera",233514
"1444","4.0","0","32","2","8.00","16.00","12.0","v South Africa","Pallekele","8 Aug 2018","ODI # 4030","Thisara Perera",233514
"1445","2.0","0","14","0","7.00","-","-","v South Africa","Colombo (RPS)","12 Aug 2018","ODI # 4031","Thisara Perera",233514
"1446","7.3","0","51","1","6.80","51.00","45.0","v Bangladesh","Dubai (DSC)","15 Sep 2018","ODI # 4036","Thisara Perera",233514
"1447","9.0","0","55","5","6.11","11.00","10.8","v Afghanistan","Abu Dhabi","17 Sep 2018","ODI # 4038","Thisara Perera",233514
"1448","-","-","-","-","-","-","-","v England","Dambulla","10 Oct 2018","ODI # 4052","Thisara Perera",233514
"1449","7.0","0","37","1","5.28","37.00","42.0","v England","Dambulla","13 Oct 2018","ODI # 4053","Thisara Perera",233514
"1450","1.0","0","8","0","8.00","-","-","v England","Pallekele","17 Oct 2018","ODI # 4054","Thisara Perera",233514
"1451","-","-","-","-","-","-","-","v England","Pallekele","20 Oct 2018","ODI # 4055","Thisara Perera",233514
"1452","2.0","0","18","0","9.00","-","-","v England","Colombo (RPS)","23 Oct 2018","ODI # 4058","Thisara Perera",233514
"1453","10.0","0","80","2","8.00","40.00","30.0","v New Zealand","Mount Maunganui","3 Jan 2019","ODI # 4074","Thisara Perera",233514
"1454","7.0","0","69","0","9.85","-","-","v New Zealand","Mount Maunganui","5 Jan 2019","ODI # 4075","Thisara Perera",233514
"1455","2.0","0","8","0","4.00","-","-","v New Zealand","Nelson","8 Jan 2019","ODI # 4076","Thisara Perera",233514
"1456","3.0","0","22","0","7.33","-","-","v South Africa","Johannesburg","3 Mar 2019","ODI # 4104","Thisara Perera",233514
"1457","7.0","0","26","3","3.71","8.66","14.0","v South Africa","Centurion","6 Mar 2019","ODI # 4107","Thisara Perera",233514
"1458","5.0","0","38","0","7.60","-","-","v South Africa","Durban","10 Mar 2019","ODI # 4112","Thisara Perera",233514
"1459","2.5","0","13","0","4.58","-","-","v South Africa","Port Elizabeth","13 Mar 2019","ODI # 4114","Thisara Perera",233514
"1460","5.0","0","20","1","4.00","20.00","30.0","v South Africa","Cape Town","16 Mar 2019","ODI # 4115","Thisara Perera",233514
"1461","-","-","-","-","-","-","-","v Australia","Adelaide","13 Jan 2013","ODI # 3319","Kusal Perera ",300631
"1462","-","-","-","-","-","-","-","v Australia","Brisbane","18 Jan 2013","ODI # 3321","Kusal Perera ",300631
"1463","-","-","-","-","-","-","-","v Australia","Sydney","20 Jan 2013","ODI # 3324","Kusal Perera ",300631
"1464","-","-","-","-","-","-","-","v Australia","Hobart","23 Jan 2013","ODI # 3326","Kusal Perera ",300631
"1465","-","-","-","-","-","-","-","v Bangladesh","Hambantota","23 Mar 2013","ODI # 3349","Kusal Perera ",300631
"1466","-","-","-","-","-","-","-","v Bangladesh","Hambantota","25 Mar 2013","ODI # 3351","Kusal Perera ",300631
"1467","-","-","-","-","-","-","-","v Bangladesh","Pallekele","28 Mar 2013","ODI # 3352","Kusal Perera ",300631
"1468","-","-","-","-","-","-","-","v New Zealand","Cardiff","9 Jun 2013","ODI # 3366","Kusal Perera ",300631
"1469","-","-","-","-","-","-","-","v England","The Oval","13 Jun 2013","ODI # 3370","Kusal Perera ",300631
"1470","-","-","-","-","-","-","-","v Australia","The Oval","17 Jun 2013","ODI # 3374","Kusal Perera ",300631
"1471","-","-","-","-","-","-","-","v India","Cardiff","20 Jun 2013","ODI # 3376","Kusal Perera ",300631
"1472","-","-","-","-","-","-","-","v India","Kingston","2 Jul 2013","ODI # 3382","Kusal Perera ",300631
"1473","-","-","-","-","-","-","-","v India","Port of Spain","11 Jul 2013","ODI # 3388","Kusal Perera ",300631
"1474","-","-","-","-","-","-","-","v South Africa","Colombo (RPS)","31 Jul 2013","ODI # 3401","Kusal Perera ",300631
"1475","-","-","-","-","-","-","-","v Pakistan","Sharjah","18 Dec 2013","ODI # 3445","Kusal Perera ",300631
"1476","-","-","-","-","-","-","-","v Pakistan","Dubai (DSC)","20 Dec 2013","ODI # 3446","Kusal Perera ",300631
"1477","-","-","-","-","-","-","-","v Pakistan","Sharjah","22 Dec 2013","ODI # 3447","Kusal Perera ",300631
"1478","-","-","-","-","-","-","-","v Pakistan","Abu Dhabi","25 Dec 2013","ODI # 3448","Kusal Perera ",300631
"1479","-","-","-","-","-","-","-","v Pakistan","Abu Dhabi","27 Dec 2013","ODI # 3450","Kusal Perera ",300631
"1480","-","-","-","-","-","-","-","v Bangladesh","Dhaka","17 Feb 2014","ODI # 3469","Kusal Perera ",300631
"1481","-","-","-","-","-","-","-","v Bangladesh","Dhaka","20 Feb 2014","ODI # 3470","Kusal Perera ",300631
"1482","-","-","-","-","-","-","-","v Bangladesh","Dhaka","22 Feb 2014","ODI # 3471","Kusal Perera ",300631
"1483","-","-","-","-","-","-","-","v Pakistan","Fatullah","25 Feb 2014","ODI # 3473","Kusal Perera ",300631
"1484","-","-","-","-","-","-","-","v India","Fatullah","28 Feb 2014","ODI # 3476","Kusal Perera ",300631
"1485","-","-","-","-","-","-","-","v Afghanistan","Dhaka","3 Mar 2014","ODI # 3481","Kusal Perera ",300631
"1486","-","-","-","-","-","-","-","v Bangladesh","Dhaka","6 Mar 2014","ODI # 3485","Kusal Perera ",300631
"1487","-","-","-","-","-","-","-","v Pakistan","Dhaka","8 Mar 2014","ODI # 3486","Kusal Perera ",300631
"1488","-","-","-","-","-","-","-","v Ireland","Dublin","6 May 2014","ODI # 3490","Kusal Perera ",300631
"1489","-","-","-","-","-","-","-","v England","Lord's","31 May 2014","ODI # 3495","Kusal Perera ",300631
"1490","-","-","-","-","-","-","-","v England","Birmingham","3 Jun 2014","ODI # 3496","Kusal Perera ",300631
"1491","-","-","-","-","-","-","-","v South Africa","Colombo (RPS)","6 Jul 2014","ODI # 3500","Kusal Perera ",300631
"1492","-","-","-","-","-","-","-","v South Africa","Pallekele","9 Jul 2014","ODI # 3501","Kusal Perera ",300631
"1493","-","-","-","-","-","-","-","v South Africa","Hambantota","12 Jul 2014","ODI # 3502","Kusal Perera ",300631
