Incident_Date,Aircaft_Model,Aircaft_Registration,Aircaft_Operator,Aircaft_Nature,Incident_Category,Incident_Cause(es),Incident_Location,Aircaft_Damage_Type,Date,Time,Arit,Aircaft_Engines,Onboard_Crew,Onboard_Passengers,Onboard_Total,Fatalities,Aircaft_First_Flight,Aircraft_Phase,Departure_Airport,Destination_Airport,Ground_Casualties,Collision_Casualties
04-JAN-2020,Beechcraft B200 King Air,N200HF,"L.C. Whitford Co., Inc.",Executive,Accident | repairable-damage,Result - Runway excursion,Morristown M...,Substantial,Saturday 4 January 2020,12:15,04-JAN-2020,2 Pratt Whitney Canada PT6A-42,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 8,Fatalities: 0 / Occupants: 9,0,2004,Landing (LDG),"Olean-Cattaraugus County Airport, NY (OLE/KOLE) , United States of America","Morristown Municipal Airport, NJ (MMU/KMMU) , United States of America",,
05-JAN-2020,Beechcraft B300 King Air 350,,L3 Technologies,Military,"Criminal occurrence (sabotage, shoot down) | hull-loss",Info-Unavailable,Manda Bay-Ca...,Destroyed,Sunday 5 January 2020,,05-JAN-2020,,Fatalities: 2 / Occupants: 3,Fatalities: 0 / Occupants: 0,Fatalities: 2 / Occupants: 3,2,,Taxi (TXI),?,?,,
08-JAN-2020,Boeing 737-8KV (WL),UR-PSR,Ukraine International Airlines,International Scheduled Passenger,"Criminal occurrence (sabotage, shoot down) | hull-loss","Result - Loss of control, Security - Shot, Security - Shot - Surface-to-air",near Sabashahr,Destroyed,Wednesday 8 January 2020,06:18,08-JAN-2020,2 CFMI CFM56-7B24E,Fatalities: 9 / Occupants: 9,Fatalities: 167 / Occupants: 167,Fatalities: 176 / Occupants: 176,176,2016-06-21  (3 years 7 months),En route (ENR),"Tehran-Imam Khomeini International Airport (IKA/OIIE) , Iran","Kiev-Borispol Airport (KBP/UKBB) , Ukraine",,
08-JAN-2020,Boeing 737-823 (WL),N929NN,American Airlines,Domestic Scheduled Passenger,Accident | repairable-damage,Result - Damaged on the ground,New York-La ...,Substantial,Wednesday 8 January 2020,06:30,08-JAN-2020,2 CFMI CFM56-7B24E,Fatalities: 0 / Occupants: 6,Fatalities: 0 / Occupants: 115,Fatalities: 0 / Occupants: 121,0,2013-05-30  (6 years 7 months),Standing (STD),"New York-La Guardia Airport, NY (LGA/KLGA) , United States of America","Dallas/Fort Worth International Airport, TX (DFW/KDFW) , United States of America",,
09-JAN-2020,Lockheed C-130BZ Hercules,403,South African AF,Military,Accident | hull-loss,Info-Unavailable,Goma Airport...,Substantial,Thursday 9 January 2020,,09-JAN-2020,,Fatalities: 0 / Occupants: 8,Fatalities: 0 / Occupants: 59,Fatalities: 0 / Occupants: 67,0,1962,Landing (LDG),"Beni Airport (BNC/FZNP) , Democratic Republic of the Congo","Goma Airport (GOM/FZNA) , Democratic Republic of the Congo",,
10-JAN-2020,Airbus A321-231 (WL),VQ-BRS,Nordwind Airlines,Ferry/positioning,Accident | hull-loss,"Landing/takeoff - Landing, Landing/takeoff - Landing - Heavy, Result - Runway mishap",Antalya Airp...,Substantial,Friday 10 January 2020,07:39,10-JAN-2020,2 IAE V2533-A5,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 2,0,2017-05-09  (2 years 8 months),Landing (LDG),"Moskva-Sheremetyevo Airport (SVO/UUEE) , Russia","Antalya Airport (AYT/LTAI) , Turkey",,
16-JAN-2020,Beechcraft B200 King Air,N547LM,LifeMed Alaska,Ambulance,Accident | hull-loss,Info-Unavailable,near Unalaska-Tom...,Damaged beyond repair,Thursday 16 January 2020,08:06,16-JAN-2020,,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 3,0,1998,Initial climb (ICL),"Unalaska-Tom Madsen Airport, AK (DUT/PADU) , United States of America","Adak Airport, AK (ADK/PADK) , United States of America",,
19-JAN-2020,Swearingen SA227-AC Metro III,C-GWVH,Perimeter Aviation,Domestic Scheduled Passenger,Accident | repairable-damage,Result - Runway excursion,Shamattawa A...,Substantial,Sunday 19 January 2020,16:50,19-JAN-2020,,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 12,Fatalities: 0 / Occupants: 14,0,1988,Landing (LDG),"Thompson Airport, MB (YTH/CYTH) , Canada","Shamattawa Airport, MB (ZTM/CZTM) , Canada",,
20-JAN-2020,de Havilland Canada DHC-8-314,C-GXAI,Air Inuit,Domestic Scheduled Passenger,Accident | repairable-damage,"Landing/takeoff - Landing, Landing/takeoff - Landing - Unstabilized approach, Landing/takeoff - Tailstrike, Result - Runway mishap",Scheffervill...,Substantial,Monday 20 January 2020,11:09,20-JAN-2020,2 Pratt Whitney Canada PW123B,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 42,Fatalities: 0 / Occupants: 45,0,1997,Landing (LDG),"Québec City Jean Lesage International Airport, QC (YQB/CYQB) , Canada","Schefferville Airport, QC (YKL/CYKL) , Canada",,
23-JAN-2020,Lockheed EC-130Q Hercules,N134CG,Coulson Aviation,Fire fighting,Accident | hull-loss,Info-Unavailable,"near Cooma, NSW",Destroyed,Thursday 23 January 2020,13:16,23-JAN-2020,4 Allison T56-A-15,Fatalities: 3 / Occupants: 3,Fatalities: 0 / Occupants: 0,Fatalities: 3 / Occupants: 3,3,1981,Maneuvering (MNV),"Richmond RAAF Base, NSW (XRH/YSRI) , Australia","Richmond RAAF Base, NSW (XRH/YSRI) , Australia",,
23-JAN-2020,Cessna S550 Citation S/II,ZS-CAR,S.A. CAA,Survey/research,Accident | hull-loss,"ATC & navigation - VFR flight in IMC, Result - Loss of control",near Friemersheim,Destroyed,Thursday 23 January 2020,10:53,23-JAN-2020,2 Pratt Whitney Canada JT15D-4B,Fatalities: 3 / Occupants: 3,Fatalities: 0 / Occupants: 0,Fatalities: 3 / Occupants: 3,3,1986,En route (ENR),"George Airport (GRJ/FAGG) , South Africa","George Airport (GRJ/FAGG) , South Africa",,
24-JAN-2020,Gulfstream G150,N373ML,Compass Aviation LLC,Private,Accident | repairable-damage,Result - Runway excursion,San Juan-Fer...,Substantial,Friday 24 January 2020,20:53,24-JAN-2020,2 Honeywell TFE731-40R,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 4,0,2006,Landing (LDG),"Houston International Airport, TX (HOU/KHOU) , United States of America","San Juan-Fernando Luis Ribas Dominicci Airport (SIG/TJIG) , Puerto Rico",,
27-JAN-2020,McDonnell Douglas MD-83,EP-CPZ,Caspian Airlines,Domestic Scheduled Passenger,Accident | hull-loss,"Landing/takeoff - Landing, Landing/takeoff - Landing - Unstabilized approach, Result - Runway excursion",Bandar Mahsh...,Destroyed,Monday 27 January 2020,07:36,27-JAN-2020,2 Pratt Whitney JT8D-219,Fatalities: 0 / Occupants: 8,Fatalities: 0 / Occupants: 136,Fatalities: 0 / Occupants: 144,0,1994,Landing (LDG),"Tehran-Mehrabad Airport (THR/OIII) , Iran","Bandar Mahshahr Airport (MRX/OIAM) , Iran",,
27-JAN-2020,Bombardier E-11A (Global Express),11-9358,USAF,Military,Accident | hull-loss,"Airplane - Engines, Airplane - Engines - Shutdown of wrong engine, Airplane - Engines - Uncontained failure, Result - Emergency, forced landing - crashed during",near Sharana FOB,Destroyed,Monday 27 January 2020,13:09,27-JAN-2020,,Fatalities: 2 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 2 / Occupants: 2,2,2009,En route (ENR),"Kandahar Airport (KDH/OAKN) , Afghanistan","Kandahar Airport (KDH/OAKN) , Afghanistan",,
31-JAN-2020,Bombardier DHC-8-402Q Dash 8,C-FKWE,WestJet Encore,Domestic Scheduled Passenger,Accident | repairable-damage,Result - Runway mishap,Terrace Airp...,Substantial,Friday 31 January 2020,21:06,31-JAN-2020,2 Pratt Whitney Canada PW150A,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 43,Fatalities: 0 / Occupants: 47,0,2014,Landing (LDG),"Vancouver International Airport, BC (YVR/CYVR) , Canada","Terrace Airport, BC (YXT/CYXT) , Canada",,
01-FEB-2020,Boeing 747-412F (SCD),TC-MCT,"ACT Airlines, opf Saudi Arabian",Cargo,Accident | repairable-damage,"Landing/takeoff - Tailstrike, Result - Runway mishap",Dammam-King ...,Substantial,Saturday 1 February 2020,02:36,01-FEB-2020,4 Pratt Whitney PW4056,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2001-09-06  (18 years 5 months),Takeoff (TOF),"Dammam-King Fahad International Airport (DMM/OEDF) , Saudi Arabia","Zaragoza Airport (ZAZ/LEZG) , Spain",,
03-FEB-2020,Boeing 767-375ER,C-GHOZ,Air Canada,International Scheduled Passenger,Incident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Tire failure, Result - Emergency, forced landing - On runway",Madrid-Baraj...,Minor,Monday 3 February 2020,14:58,03-FEB-2020,2 General Electric CF6-80C2B6F,Fatalities: 0 / Occupants: 8,Fatalities: 0 / Occupants: 130,Fatalities: 0 / Occupants: 138,0,1989-03-31  (30 years 11 months),Takeoff (TOF),"Madrid-Barajas Adolfo Suárez Airport (MAD/LEMD) , Spain","Toronto-Pearson International Airport, ON (YYZ/CYYZ) , Canada",,
03-FEB-2020,Boeing 747-412BCF,N703CK,Kalitta Air,Cargo,Accident | repairable-damage,Result - Runway mishap,Los Angeles ...,Substantial,Monday 3 February 2020,03:06,03-FEB-2020,4 Pratt Whitney PW4056,Fatalities: 0 / Occupants: 7,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 7,0,1990-08-23  (29 years 6 months),Takeoff (TOF),"Los Angeles International Airport, CA (LAX/KLAX) , United States of America","Honolulu-Daniel K. Inouye International Airport, HI (HNL/PHNL) , United States of America",,
04-FEB-2020,Cessna 208B Grand Caravan,N454SF,Grant Aviation,Domestic Scheduled Passenger,Accident | repairable-damage,"Landing/takeoff - Takeoff - Failed to become airborne, Result - Runway excursion",Hooper Bay A...,Substantial,Tuesday 4 February 2020,15:58,04-FEB-2020,1 Pratt Whitney Canada PT6A-114A,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 7,Fatalities: 0 / Occupants: 8,0,1999,Takeoff (TOF),"Hooper Bay Airport, AK (HPB/PAHP) , United States of America","Bethel Airport, AK (BET/PABE) , United States of America",,
05-FEB-2020,Boeing 737-86J (WL),TC-IZK,Pegasus Airlines,Domestic Scheduled Passenger,Accident | hull-loss,Result - Runway excursion,Istanbul-Sab...,Destroyed,Wednesday 5 February 2020,18:19,05-FEB-2020,2 CFMI CFM56-7B24,Fatalities: 0 / Occupants: 6,Fatalities: 3 / Occupants: 177,Fatalities: 3 / Occupants: 183,3,2009-01-23  (11 years ),Landing (LDG),"Izmir-Adnan Menderes Airport (ADB/LTBJ) , Turkey","Istanbul-Sabiha Gökçen International Airport (SAW/LTFJ) , Turkey",,
06-FEB-2020,Cessna 208B Grand Caravan,N24MG,Redding Aero Enterprises Inc.,Cargo,Accident | repairable-damage,Result - CFIT - Water,near Eureka-Murra...,Substantial,Thursday 6 February 2020,06:55,06-FEB-2020,1 Pratt Whitney Canada PT6A-42A,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,2000,Approach (APR),"Sacramento-Mather Airport, CA (MHR/KMHR) , United States of America","Eureka-Murray Field, CA (EKA/KEKA) , United States of America",,
07-FEB-2020,Boeing 757-256 (WL),TF-FIA,Icelandair,International Scheduled Passenger,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Landing gear collapse, Result - Runway mishap",Keflavík Int...,Unknown,Friday 7 February 2020,15:43,07-FEB-2020,2 Rolls-Royce RB211-535E4,Fatalities: 0 / Occupants: 6,Fatalities: 0 / Occupants: 160,Fatalities: 0 / Occupants: 166,0,2000-08-03  (19 years 6 months),Landing (LDG),"Berlin-Tegel Airport (TXL/EDDT) , Germany","Keflavík International Airport (KEF/BIKF) , Iceland",,
07-FEB-2020,Cessna 208B Super Cargomaster,N988FX,"Mountain Air Cargo, opf FedEx",Cargo,Accident | repairable-damage,Result - Undershoot / overshoot,Baltimore/Wa...,Substantial,Friday 7 February 2020,04:18,07-FEB-2020,1 Pratt Whitney Canada PT6A-114A,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,2012,Landing (LDG),"Newark-Liberty International Airport, NJ (EWR/KEWR) , United States of America","Baltimore/Washington International Thurgood Marshall Airport, MD (BWI/KBWI) , United States of America",,
08-FEB-2020,Cessna 501 Citation I/SP,N501RG,Remonia Air,Private,Accident | hull-loss,"Result - Loss of control, Result - Loss of control (presumed)","near Fairmount, GA",Destroyed,Saturday 8 February 2020,10:13,08-FEB-2020,2 Pratt Whitney Canada JT15D-1A,Fatalities: 2 / Occupants: 2,Fatalities: 2 / Occupants: 2,Fatalities: 4 / Occupants: 4,4,1982,En route (ENR),"Atlanta-Peachtree City Falcon Field, GA (KFFC) , United States of America","Nashville-John C. Tune Airport, TN (KJWN) , United States of America",,
08-FEB-2020,Beechcraft 200 Super King Air,CC-COT,Transportes Torreon,-,"other occurrence (ground fire, sabotage) | hull-loss",Result - Damaged on the ground,Rio Bueno-Fu...,Destroyed,Saturday 8 February 2020,ca 23:00,08-FEB-2020,,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,1981,Standing (STD),?,?,,
09-FEB-2020,Boeing 737-524 (WL),VQ-BPS,Utair,Domestic Scheduled Passenger,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Landing gear collapse, Result - Undershoot / overshoot",Usinsk Airpo...,Substantial,Sunday 9 February 2020,12:27,09-FEB-2020,2 CFMI CFM56-3B1,Fatalities: 0 / Occupants: 6,Fatalities: 0 / Occupants: 94,Fatalities: 0 / Occupants: 100,0,1997-11-12  (22 years 3 months),Landing (LDG),"Moskva-Vnukovo Airport (VKO/UUWW) , Russia","Usinsk Airport (USK/UUYS) , Russia",,
12-FEB-2020,Cessna 560 Citation Encore,N654CE,SC Cole Aviation LLC,Executive,Accident | repairable-damage,"Airplane - Engines, Airplane - Engines - Loss/opening of engine cowling, Result - Emergency, forced landing - On runway","near Benbrook, TX",Substantial,Wednesday 12 February 2020,,12-FEB-2020,2 Pratt Whitney Canada PW535A,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 2,0,2004,En route (ENR),"Dallas-Love Field, TX (DAL/KDAL) , United States of America","Midland International Air and Space Port, TX (MAF/KMAF) , United States of America",,
14-FEB-2020,Cessna 208 Caravan I,P2-MAI,MAF,Domestic Non Scheduled Passenger,Accident | repairable-damage,Result - Runway excursion,Miyanmin Air...,Substantial,Friday 14 February 2020,14:48,14-FEB-2020,1 Pratt Whitney Canada PT6A-114A,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 9,Fatalities: 0 / Occupants: 11,0,2018,Landing (LDG),"Telefomin Airstrip (TFM/AYTE) , Papua New Guinea","Miyanmin Airstrip (MPX/AYIY) , Papua New Guinea",,
20-FEB-2020,Antonov An-2T,RA-40642,T-Cement,Domestic Non Scheduled Passenger,Accident | hull-loss,Result - Loss of control,Magadan-13 A...,Substantial,Thursday 20 February 2020,10:45,20-FEB-2020,,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 12,Fatalities: 0 / Occupants: 14,0,1985,Takeoff (TOF),"Magadan-13 Airport (UHMT) , Russia","Seymchan Airport (UHMS) , Russia",,
20-FEB-2020,Beechcraft B200 King Air,N860J,Lauren Engineers Constructors,Executive,Accident | hull-loss,Info-Unavailable,near Lake Coleman...,Destroyed,Thursday 20 February 2020,06:03,20-FEB-2020,,Fatalities: 1 / Occupants: 1,Fatalities: 2 / Occupants: 2,Fatalities: 3 / Occupants: 3,3,1982,En route (ENR),"Abilene Regional Airport, TX (ABI/KABI) , United States of America","Harlingen-Valley International Airport, TX (HRL/KHRL) , United States of America",,
20-FEB-2020,Cessna 510 Citation Mustang,N163TC,private,Private,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Gear-up landing, Result - Runway mishap",Daytona Beac...,Substantial,Thursday 20 February 2020,12:45,20-FEB-2020,2 Pratt Whitney Canada PW615F/A,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 2,0,2007,Landing (LDG),"Daytona Beach International Airport, FL (DAB/KDAB) , United States of America","Daytona Beach International Airport, FL (DAB/KDAB) , United States of America",,
21-FEB-2020,de Havilland Canada DHC-3T Vazar Turbine Otter,C-FIUZ,Harbour Air,-,"other occurrence (ground fire, sabotage) | repairable-damage",Info-Unavailable,Vancouver-Co...,Substantial,Friday 21 February 2020,03:30,21-FEB-2020,1 Pratt Whitney Canada PT6A-135A,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,1956,Standing (STD),-,-,,
23-FEB-2020,Bombardier CL-600-2B16 Challenger 605,C-GKCP,Canadian Pacific Railway,Int'l Non Scheduled Passenger,Accident | repairable-damage,"Airplane - Flight control surfaces, Airplane - Flight control surfaces - Flaps, Landing/takeoff - Tailstrike, Result - Runway mishap",Calgary Inte...,Substantial,Sunday 23 February 2020,14:30,23-FEB-2020,2 General Electric CF34-3B,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 10,Fatalities: 0 / Occupants: 13,0,2013,Landing (LDG),"West Palm Beach International Airport, FL (PBI/KPBI) , United States of America","Calgary International Airport, AB (YYC/CYYC) , Canada",,
24-FEB-2020,Swearingen SA227-DC Metro 23,C-GJVB,"Bearskin Airlines, opb Perimeter Aviation",Domestic Scheduled Passenger,Accident | repairable-damage,Result - Runway excursion,Dryden Regio...,Substantial,Monday 24 February 2020,16:10,24-FEB-2020,2 Garrett TPE331-12UHR-701G,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 6,Fatalities: 0 / Occupants: 8,0,2000,Takeoff (TOF),"Dryden Regional Airport, ON (YHD/CYHD) , Canada","Sioux Lookout Airport, ON (YXL/CYXL) , Canada",,
24-FEB-2020,de Havilland Canada DHC-6 Twin Otter 300,8Q-MBC,Trans Maldivian Airways,Domestic Non Scheduled Passenger,Accident | repairable-damage,"Landing/takeoff - Landing, Landing/takeoff - Landing - Bounced, Result - Runway mishap",Kuredu Islan...,Substantial,Monday 24 February 2020,11:35,24-FEB-2020,2 Pratt Whitney Canada PT6A-27,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 15,Fatalities: 0 / Occupants: 18,0,1969-09-27  (50 years 5 months),Landing (LDG),"Malé-Velana International Airport (MLE/VRMM) , Maldives","Kuredu Island Resort, Lhaviyani Atoll , Maldives",,
25-FEB-2020,Learjet 55,N135LR,Expectra Aviation Inc.,Domestic Non Scheduled Passenger,Accident | repairable-damage,Result - Runway excursion,Belmar/Farmi...,Substantial,Tuesday 25 February 2020,23:56,25-FEB-2020,2 Garrett TFE731-3AR-2B,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 5,0,1982,Landing (LDG),"Richmond International Airport (Byrd Field), VA (RIC/KRIC) , United States of America","Belmar/Farmingdale-Monmouth Executive Airport, NJ (BLM/KBLM) , United States of America",,
25-FEB-2020,Boeing 737-301 (BDSF),PK-YSG,Trigana Air Service,Cargo,Accident | repairable-damage,Result - Runway excursion,Jayapura-Sen...,Substantial,Tuesday 25 February 2020,07:48,25-FEB-2020,2 CFMI CFM56-3B2,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 4,0,1988-04-06  (31 years 11 months),Takeoff (TOF),"Jayapura-Sentani Airport (DJJ/WAJJ) , Indonesia","Wamena Airport (WMX/WAVV) , Indonesia",,
26-FEB-2020,Antonov An-2P,UP-A0001,Orlan 2000,Ambulance,Accident | hull-loss,"Airplane - Engines, Airplane - Engines - All engine powerloss, Result - Emergency, forced landing - Outside airport",near Ust-Kamenogo...,Destroyed,Wednesday 26 February 2020,12:26,26-FEB-2020,,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 5,0,1972,En route (ENR),"Ust-Kamenogorsk Airport (UKK/UASK) , Kazakhstan","Aksuat Airport , Kazakhstan",,
27-FEB-2020,Dassault Falcon 50,N951DJ,private,-,"other occurrence (ground fire, sabotage) | hull-loss",Info-Unavailable,Toronto-Butt...,Destroyed,Thursday 27 February 2020,23:30,27-FEB-2020,,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,1980,Standing (STD),-,-,,
28-FEB-2020,Airbus A300B4-203(F),UP-A3003,Sigma Airlines,Cargo,Accident | repairable-damage,"Airplane - Systems, Airplane - Systems - Hydraulics, Airplane - Undercarriage, Airplane - Undercarriage - Brakes, Result - Damaged on the ground",Sharjah Airp...,Substantial,Friday 28 February 2020,15:22 UTC,28-FEB-2020,2 General Electric CF6-50C2,Fatalities: 0 / Occupants: 5,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 5,0,1981-03-31  (38 years 11 months),Taxi (TXI),"Juba Airport (JUB/HSSJ) , South Sudan","Sharjah Airport (SHJ/OMSJ) , United Arab Emirates",,
29-FEB-2020,Learjet 35A,N721EC,East Coast Jets,Ferry/positioning,Accident | repairable-damage,Result - Runway mishap,Altoona Airp...,Substantial,Saturday 29 February 2020,12:37,29-FEB-2020,2 Garrett TFE731-2C-2B,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 2,0,1980,Landing (LDG),"Allentown-Lehigh Valley International Airport, PA (ABE/KABE) , United States of America","Altoona Airport, PA (AOO/KAOO) , United States of America",,
03-MAR-2020,Cessna S550 Citation S/II,N45NC,private,-,"other occurrence (ground fire, sabotage) | hull-loss","External factors - Wind, hail, Result - Damaged on the ground",Nashville-Jo...,Substantial,Tuesday 3 March 2020,ca 00:35,03-MAR-2020,2 Pratt Whitney Canada JT15D-4B,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,1985,Standing (STD),-,-,,
